ID;AgeGroup;task;list;itemno;noun;adjective;stimtype;trialnum;response;reaction_time;confidence;confidence_rt;correctness;enc_pract_num;rec_pract_num
357990;OA;REC;39;60;rosszullét;fizikai;FOIL;27;new;1,799826832;2;0,392316769;1;2;1
357990;OA;REC;39;81;mellékhatás;közvetett;FOIL;28;old;1,640824093;2;0,798251894;0;2;1
357990;OA;REC;39;37;képregény;izgalmas;TARG;29;old;1,601286759;3;0,575228761;1;2;1
357990;OA;REC;39;63;nagymama;pontatlan;DISTANT;30;new;1,867462367;3;0,86317483;1;2;1
357990;OA;REC;39;62;mûvészet;népszerûtlen;DISTANT;31;new;1,949016379;2;0,852946756;1;2;1
357990;OA;REC;39;81;színdarab;mulatságos;CLOSE;32;None;;2;1,245871543;none;2;1
357990;OA;REC;39;70;pénztárca;szögletes;DISTANT;33;new;1,776602104;3;0,451415484;1;2;1
357990;OA;REC;39;12;boríték;érvénytelen;TARG;34;old;1,409314834;3;0,646396709;1;2;1
357990;OA;REC;39;24;fejedelem;történelmi;TARG;35;old;1,0840374;3;0,500372586;1;2;1
357990;OA;REC;39;61;mûemlék;gyõzelmi;DISTANT;36;new;1,498008936;3;0,680181976;1;2;1
357990;OA;REC;39;31;helyezés;végleges;TARG;37;new;1,169288971;2;0,773880174;0;2;1
357990;OA;REC;39;93;útlezárás;közlekedési;CLOSE;38;old;1,504437131;3;0,483689571;0;2;1
357990;OA;REC;39;54;mellény;szállodai;DISTANT;39;new;1,840968649;2;0,616900222;1;2;1
357990;OA;REC;39;60;mûanyag;népmûvészeti;DISTANT;40;new;1,900931652;2;1,072955614;1;2;1
357990;OA;REC;39;92;újságcikk;döbbenetes;CLOSE;41;new;1,831303808;2;0,448910637;1;2;1
357990;OA;REC;39;58;mutatvány;digitális;DISTANT;42;old;1,757529625;1;2,584948961;0;2;1
357990;OA;REC;39;73;felsorolás;tartalmi;FOIL;43;new;1,95569027;2;0,850165113;1;2;1
357990;OA;REC;39;84;tananyag;egyetemi;CLOSE;44;old;1,172521262;3;0,530018977;0;2;1
357990;OA;REC;39;2;albérlet;szegényes;TARG;45;old;1,407426091;3;0,728188641;1;2;1
357990;OA;REC;39;50;leépítés;túlzott;FOIL;46;new;2,111432416;3;0,846591026;1;2;1
357990;OA;REC;39;75;sütemény;centiméteres;DISTANT;47;new;1,764009758;3;0,637964387;1;2;1
357990;OA;REC;39;79;szemüveg;ideális;CLOSE;48;old;1,430658283;3;0,556601333;0;2;1
357990;OA;REC;39;78;szélvihar;váratlan;CLOSE;49;old;1,747488466;3;0,693884615;0;2;1
357990;OA;REC;39;115;villany;infravörös;FOIL;50;new;1,605944082;3;0,432163244;1;2;1
357990;OA;REC;39;8;baktérium;növényi;TARG;51;new;1,498143913;1;1,927976162;0;2;1
357990;OA;REC;39;87;telefonszám;háztartási;CLOSE;52;old;2,72734146;2;1,389999148;0;2;1
357990;OA;REC;39;3;fõhadnagy;kíméletlen;FOIL;53;new;1,735746413;2;0,685168345;1;2;1
357990;OA;REC;39;44;kollégium;fõiskolai;TARG;54;old;1,26635537;3;0,489417379;1;2;1
357990;OA;REC;39;54;tartozás;nagymértékû;FOIL;55;new;1,618112215;3;0,39773948;1;2;1
357990;OA;REC;39;69;ösztöndíj;szabványos;DISTANT;56;new;2,01392221;2;1,349794393;1;2;1
357990;OA;REC;39;56;mikrofon;parádés;DISTANT;57;new;1,595533448;2;0,997580991;1;2;1
357990;OA;REC;39;35;kapitány;rutinos;TARG;58;new;1,321658561;3;0,494537791;0;2;1
357990;OA;REC;39;96;ventilátor;erõteljes;CLOSE;59;old;1,45985838;2;0,80853004;0;2;1
357990;OA;REC;39;28;gorilla;érzékeny;TARG;60;old;2,738162312;3;0,887340041;1;2;1
357990;OA;REC;39;59;mûalkotás;nyereséges;DISTANT;61;new;1,647549299;2;0,843424357;1;2;1
357990;OA;REC;39;71;pisztoly;kedvezményes;DISTANT;62;new;1,647656596;3;0,423011875;1;2;1
357990;OA;REC;39;5;áruházlánc;veszteséges;TARG;63;old;1,321682197;3;0,461558342;1;2;1
357990;OA;REC;39;50;lépcsõház;emeletes;TARG;64;old;1,132686605;3;0,45467359;1;2;1
357990;OA;REC;39;28;követelés;eredményes;FOIL;65;new;1,838161503;3;0,742497433;1;2;1
357990;OA;REC;39;45;kolostor;hajdani;TARG;66;old;2,127121765;2;1,30488722;1;2;1
357990;OA;REC;39;34;kánikula;tavaszi;TARG;67;old;1,653656536;3;0,663688986;1;2;1
357990;OA;REC;39;64;napsütés;kártékony;DISTANT;68;new;1,713591237;2;0,391311907;1;2;1
357990;OA;REC;39;27;gázvezeték;felszíni;TARG;69;old;1,309533347;3;0,393539336;1;2;1
357990;OA;REC;39;89;ellenõr;közömbös;FOIL;70;new;1,805751507;3;0,838732511;1;2;1
357990;OA;REC;39;14;csecsemõ;egészséges;TARG;71;old;1,384915123;2;0,453392864;1;2;1
357990;OA;REC;39;57;monitor;ügyvédi;DISTANT;72;new;1,813073224;2;0,995401456;1;2;1
357990;OA;REC;39;83;találmány;újszerû;CLOSE;73;new;1,277340744;3;0,441848611;1;2;1
357990;OA;REC;39;80;szerszám;láthatatlan;CLOSE;74;new;1,146244938;3;0,419765588;1;2;1
357990;OA;REC;39;68;vetélytárs;egyedüli;FOIL;75;new;1,40665355;3;0,521363664;1;2;1
357990;OA;REC;39;25;fejfájás;kellemetlen;TARG;76;new;2,686550458;2;1,210354591;0;2;1
357990;OA;REC;39;86;távirat;õszinte;CLOSE;77;new;1,417454809;2;0,339547971;1;2;1
357990;OA;REC;39;68;osztályzat;érdemleges;DISTANT;78;new;1,145483905;2;0,700297571;1;2;1
357990;OA;REC;39;73;rémálom;intézményi;DISTANT;79;new;1,072297524;3;0,414125484;1;2;1
357990;OA;REC;39;3;alkohol;legális;TARG;80;new;0,900998518;2;0,358947318;0;2;1
357990;OA;REC;39;16;csillagász;figyelmes;TARG;81;old;1,144929691;3;0,450321052;1;2;1
357990;OA;REC;39;66;olimpikon;alacsony;DISTANT;82;new;1,427302522;3;0,403867242;1;2;1
357990;OA;REC;39;82;szõnyeg;praktikus;CLOSE;83;new;2,135899615;2;0,999938421;1;2;1
357990;OA;REC;39;10;barlang;lakatlan;TARG;84;old;1,208699103;2;0,347214594;1;2;1
357990;OA;REC;39;33;parancs;vitathatatlan;FOIL;85;new;2,17913264;1;1,312113769;1;2;1
357990;OA;REC;39;11;benzinkút;hajnali;TARG;86;new;1,786184839;1;0,854017863;0;2;1
357990;OA;REC;39;33;iránytû;hasznos;TARG;87;new;1,917745289;2;1,614485256;0;2;1
357990;OA;REC;39;91;tûzijáték;nevezetes;CLOSE;88;new;1,640911797;1;0,880714357;1;2;1
357990;OA;REC;39;72;asszisztens;tárgyalási;FOIL;89;new;1,664763825;3;0,52941407;1;2;1
357990;OA;REC;39;51;levéltár;munkahelyi;DISTANT;90;new;1,583580843;3;0,590101096;1;2;1
357990;OA;REC;39;23;étterem;elegáns;TARG;91;old;1,617147473;3;0,498050611;1;2;1
357990;OA;REC;39;55;menetrend;hazafias;DISTANT;92;new;1,515129848;3;0,466393872;1;2;1
357990;OA;REC;39;13;táplálék;elégséges;FOIL;93;new;1,625552426;3;0,530913433;1;2;1
357990;OA;REC;39;67;oroszlán;nagysikerû;DISTANT;94;new;1,819409051;3;0,485447691;1;2;1
357990;OA;REC;39;65;novella;igazságügyi;DISTANT;95;new;1,583615053;2;0,715433017;1;2;1
357990;OA;REC;39;47;koponya;parányi;TARG;96;new;0,992965031;2;0,777395482;0;2;1
357990;OA;REC;39;76;szabadidõ;örömteli;CLOSE;97;new;0,9651231;2;0,330892657;1;2;1
357990;OA;REC;39;53;matrica;példátlan;DISTANT;98;new;1,806621392;3;0,569834663;1;2;1
357990;OA;REC;39;15;csengõhang;többféle;TARG;99;new;2,148156384;1;0,558842135;0;2;1
357990;OA;REC;39;22;egyenruha;rendõri;TARG;100;old;1,409420576;2;0,491421505;1;2;1
357990;OA;REC;39;65;alapanyag;folyékony;FOIL;101;new;1,591568114;2;1,233347308;1;2;1
357990;OA;REC;39;39;készpénz;csekély;TARG;102;old;1,477817766;3;0,44150557;1;2;1
357990;OA;REC;39;6;ásványvíz;minõségi;TARG;103;old;1,423334389;3;0,65326249;1;2;1
357990;OA;REC;39;98;élettárs;passzív;FOIL;104;new;1,593731787;3;0,437598706;1;2;1
357990;OA;REC;39;113;védõoltás;hatékony;FOIL;105;new;1,923217139;3;1,114303628;1;2;1
357990;OA;REC;39;9;barátnõ;középkorú;TARG;106;new;1,293553829;1;0,764633948;0;2;1
357990;OA;REC;39;85;tanfolyam;elméleti;CLOSE;107;new;1,381564338;3;1,603410623;1;2;1
357990;OA;REC;39;31;nagykövet;befolyásos;FOIL;108;new;1,213401211;3;0,427601399;1;2;1
357990;OA;REC;39;100;zöldség;mindennapos;CLOSE;109;new;1,524677751;3;0,461382623;1;2;1
357990;OA;REC;39;13;bölcsõde;kertvárosi;TARG;110;old;1,307041873;3;1,272487798;1;2;1
357990;OA;REC;39;88;tévémûsor;irodalmi;CLOSE;111;new;2,251353967;3;1,107635958;1;2;1
357990;OA;REC;39;46;kommentár;terjedelmes;TARG;112;old;1,62789897;2;0,497086179;1;2;1
357990;OA;REC;39;94;vacsora;testületi;CLOSE;113;new;2,034813455;3;0,501414147;1;2;1
357990;OA;REC;39;26;folyadék;elegendõ;TARG;114;new;1,526095008;2;1,134153624;0;2;1
357990;OA;REC;39;41;királynõ;szépséges;TARG;115;old;1,295034531;3;0,493385823;1;2;1
357990;OA;REC;39;99;államférfi;diszkrét;FOIL;116;new;1,650426421;3;0,414694004;1;2;1
357990;OA;REC;39;20;díszlet;színpadi;TARG;117;new;1,312891285;2;0,381868503;0;2;1
357990;OA;REC;39;21;díszterem;patinás;TARG;118;new;1,904219613;3;0,547323073;0;2;1
357990;OA;REC;39;63;titkárság;egyszemélyes;FOIL;119;new;1,180704779;3;0,466693994;1;2;1
357990;OA;REC;39;30;háziorvos;körzeti;TARG;120;old;1,277631225;3;0,886405778;1;2;1
357990;OA;REC;39;95;gyûlölet;mélységes;FOIL;121;new;1,614021546;3;0,440676427;1;2;1
357990;OA;REC;39;32;horgász;balatoni;TARG;122;old;1,323693166;3;0,554609958;1;2;1
357990;OA;REC;39;19;diktátor;kegyetlen;TARG;123;new;1,55204633;2;0,470692916;0;2;1
357990;OA;REC;39;72;professzor;barátságos;DISTANT;124;new;1,814788425;1;0,84578894;1;2;1
357990;OA;REC;39;4;állatkert;egzotikus;TARG;125;old;1,500615793;2;0,995486361;1;2;1
384825;OA;ENC_GYAK;2;5;hulladék;darabos;FOIL;1;None;;;;none;2;2
384825;OA;ENC_GYAK;2;3;sivatag;végtelen;TARG;2;good;0,494644761;;;;2;2
384825;OA;ENC_GYAK;2;4;retorika;ésszerû;FOIL;3;good;0,204378613;;;;2;2
384825;OA;ENC_GYAK;2;2;csokoládé;közönséges;TARG;4;None;;;;none;2;2
384825;OA;ENC_GYAK;2;6;karrier;termékeny;FOIL;5;good;1,862851578;;;;2;2
384825;OA;ENC_GYAK;2;1;színésznõ;tevékeny;TARG;6;None;;;;none;2;2
384825;OA;ENC_GYAK;2;1;színésznõ;tevékeny;TARG;1;None;;;;none;2;2
384825;OA;ENC_GYAK;2;3;sivatag;végtelen;TARG;2;no-good;1,204647324;;;;2;2
384825;OA;ENC_GYAK;2;4;retorika;ésszerû;FOIL;3;good;1,725900336;;;;2;2
384825;OA;ENC_GYAK;2;6;karrier;termékeny;FOIL;4;no-good;1,351573823;;;;2;2
384825;OA;ENC_GYAK;2;2;csokoládé;közönséges;TARG;5;good;1,663690117;;;;2;2
384825;OA;ENC_GYAK;2;5;hulladék;darabos;FOIL;6;no-good;1,874567233;;;;2;2
384825;OA;ENC;2;45;kolostor;hajdani;TARG;1;no-good;1,67359322;;;;2;2
384825;OA;ENC;2;68;vetélytárs;egyedüli;FOIL;2;good;1,30735197;;;;2;2
384825;OA;ENC;2;15;küldemény;dobozos;FOIL;3;no-good;1,484052155;;;;2;2
384825;OA;ENC;2;88;tévémûsor;közéleti;TARG;4;no-good;1,519402828;;;;2;2
384825;OA;ENC;2;100;zaklatás;pszichés;FOIL;5;good;1,69837088;;;;2;2
384825;OA;ENC;2;110;hátrány;mentális;FOIL;6;no-good;1,372511162;;;;2;2
384825;OA;ENC;2;87;telefonszám;otthoni;TARG;7;good;1,273709661;;;;2;2
384825;OA;ENC;2;12;rokonság;nagyszámú;FOIL;8;good;1,6652097;;;;2;2
384825;OA;ENC;2;96;ventilátor;masszív;TARG;9;no-good;1,264572881;;;;2;2
384825;OA;ENC;2;40;engedmény;felelõtlen;FOIL;10;no-good;1,30381146;;;;2;2
384825;OA;ENC;2;73;felsorolás;tartalmi;FOIL;11;good;1,141331784;;;;2;2
384825;OA;ENC;2;23;étterem;elegáns;TARG;12;good;1,454326986;;;;2;2
384825;OA;ENC;2;30;ábrázolás;szokatlan;FOIL;13;good;1,349960626;;;;2;2
384825;OA;ENC;2;6;kézikönyv;technikai;FOIL;14;no-good;1,115278059;;;;2;2
384825;OA;ENC;2;73;rémálom;szomorú;TARG;15;good;1,501526736;;;;2;2
384825;OA;ENC;2;102;vetítés;farsangi;FOIL;16;good;1,24281106;;;;2;2
384825;OA;ENC;2;90;mozdulat;harmonikus;FOIL;17;good;1,034143964;;;;2;2
384825;OA;ENC;2;95;végállomás;ideiglenes;TARG;18;no-good;1,070696371;;;;2;2
384825;OA;ENC;2;104;pszichiáter;hûséges;FOIL;19;no-good;1,354097338;;;;2;2
384825;OA;ENC;2;86;választék;tetszetõs;FOIL;20;good;1,88435122;;;;2;2
384825;OA;ENC;2;60;mûanyag;felesleges;TARG;21;no-good;1,876571366;;;;2;2
384825;OA;ENC;2;71;pisztoly;törvénytelen;TARG;22;no-good;1,179524134;;;;2;2
384825;OA;ENC;2;82;értékrend;szubjektív;FOIL;23;good;0,943061981;;;;2;2
384825;OA;ENC;2;15;csengõhang;többféle;TARG;24;good;1,277580772;;;;2;2
384825;OA;ENC;2;74;zûrzavar;érzelmi;FOIL;25;good;0,884154352;;;;2;2
384825;OA;ENC;2;12;boríték;érvénytelen;TARG;26;no-good;1,149491689;;;;2;2
384825;OA;ENC;2;59;sorsolás;helytelen;FOIL;27;no-good;1,376657515;;;;2;2
384825;OA;ENC;2;101;diskurzus;társadalmi;FOIL;28;good;1,263456986;;;;2;2
384825;OA;ENC;2;16;csillagász;figyelmes;TARG;29;good;1,535530747;;;;2;2
384825;OA;ENC;2;67;védekezés;célszerû;FOIL;30;good;0,895859432;;;;2;2
384825;OA;ENC;2;81;színdarab;humoros;TARG;31;good;0,737761542;;;;2;2
384825;OA;ENC;2;36;kastély;csodálatos;TARG;32;good;0,997650338;;;;2;2
384825;OA;ENC;2;45;tehetség;példaértékû;FOIL;33;good;0,98002243;;;;2;2
384825;OA;ENC;2;10;gombnyomás;fölösleges;FOIL;34;good;1,710798742;;;;2;2
384825;OA;ENC;2;19;diktátor;kegyetlen;TARG;35;good;0,938662779;;;;2;2
384825;OA;ENC;2;91;tûzijáték;nagyszabású;TARG;36;no-good;1,326856497;;;;2;2
384825;OA;ENC;2;43;kitüntetés;jelképes;FOIL;37;no-good;1,670191108;;;;2;2
384825;OA;ENC;2;93;útlezárás;helyszíni;TARG;38;no-good;1,146626377;;;;2;2
384825;OA;ENC;2;3;alkohol;legális;TARG;39;no-good;1,321065226;;;;2;2
384825;OA;ENC;2;23;fürdõszoba;keskeny;FOIL;40;good;1,083953379;;;;2;2
384825;OA;ENC;2;49;legénység;katonai;TARG;41;no-good;1,179696432;;;;2;2
384825;OA;ENC;2;76;szabadidõ;kellemes;TARG;42;good;1,171813012;;;;2;2
384825;OA;ENC;2;24;irodaház;szemközti;FOIL;43;good;0,949221175;;;;2;2
384825;OA;ENC;2;92;házastárs;eszméletlen;FOIL;44;no-good;1,384055451;;;;2;2
384825;OA;ENC;2;62;mûvészet;vizuális;TARG;45;good;1,391820377;;;;2;2
384825;OA;ENC;2;67;oroszlán;nyugodt;TARG;46;good;1,42029965;;;;2;2
384825;OA;ENC;2;122;munkanap;tetszõleges;FOIL;47;no-good;1,631061071;;;;2;2
384825;OA;ENC;2;94;protokoll;sebészeti;FOIL;48;good;1,30052411;;;;2;2
384825;OA;ENC;2;80;szerszám;trükkös;TARG;49;good;1,294636426;;;;2;2
384825;OA;ENC;2;64;napsütés;felhõtlen;TARG;50;no-good;1,748645562;;;;2;2
384825;OA;ENC;2;103;forgatás;életveszélyes;FOIL;51;good;1,560899011;;;;2;2
384825;OA;ENC;2;81;mellékhatás;közvetett;FOIL;52;no-good;1,290390551;;;;2;2
384825;OA;ENC;2;14;csecsemõ;egészséges;TARG;53;good;1,138889131;;;;2;2
384825;OA;ENC;2;19;mellékutca;rendezetlen;FOIL;54;good;1,539973801;;;;2;2
384825;OA;ENC;2;65;novella;tanulságos;TARG;55;good;0,974378887;;;;2;2
384825;OA;ENC;2;86;távirat;udvarias;TARG;56;good;1,391559131;;;;2;2
384825;OA;ENC;2;31;nagykövet;befolyásos;FOIL;57;good;1,003542065;;;;2;2
384825;OA;ENC;2;4;állatkert;egzotikus;TARG;58;good;1,756534891;;;;2;2
384825;OA;ENC;2;18;diáklány;ártatlan;TARG;59;good;0,911001146;;;;2;2
384825;OA;ENC;2;58;közvetítés;globális;FOIL;60;no-good;1,081330652;;;;2;2
384825;OA;ENC;2;74;repülõjegy;érvényes;TARG;61;good;1,116433141;;;;2;2
384825;OA;ENC;2;17;csomagolás;ízléses;TARG;62;good;1,029652393;;;;2;2
384825;OA;ENC;2;125;csemege;temérdek;FOIL;63;no-good;1,018516768;;;;2;2
384825;OA;ENC;2;83;gyûjtemény;sokszínû;FOIL;64;good;1,128368989;;;;2;2
384825;OA;ENC;2;75;sütemény;születésnapi;TARG;65;good;1,218327924;;;;2;2
384825;OA;ENC;2;77;szakadék;iszonyatos;TARG;66;no-good;1,497230478;;;;2;2
384825;OA;ENC;2;96;adottság;pozitív;FOIL;67;good;0,869207329;;;;2;2
384825;OA;ENC;2;3;fõhadnagy;kíméletlen;FOIL;68;good;1,716079028;;;;2;2
384825;OA;ENC;2;59;mûalkotás;korabeli;TARG;69;good;1,113708093;;;;2;2
384825;OA;ENC;2;78;dulakodás;szándékos;FOIL;70;no-good;1,356070059;;;;2;2
384825;OA;ENC;2;28;követelés;eredményes;FOIL;71;no-good;1,383344488;;;;2;2
384825;OA;ENC;2;46;kommentár;terjedelmes;TARG;72;good;1,704372704;;;;2;2
384825;OA;ENC;2;9;bábszínház;virtuális;FOIL;73;good;1,380883485;;;;2;2
384825;OA;ENC;2;25;fejfájás;kellemetlen;TARG;74;good;1,396588434;;;;2;2
384825;OA;ENC;2;124;kertész;szakképzett;FOIL;75;good;1,093419827;;;;2;2
384825;OA;ENC;2;26;folyadék;elegendõ;TARG;76;good;1,145159976;;;;2;2
384825;OA;ENC;2;7;testmozgás;speciális;FOIL;77;no-good;1,125034366;;;;2;2
384825;OA;ENC;2;41;operatõr;hivatásos;FOIL;78;no-good;1,423959897;;;;2;2
384825;OA;ENC;2;84;tananyag;iskolai;TARG;79;good;0,957159643;;;;2;2
384825;OA;ENC;2;121;családfõ;becsületes;FOIL;80;good;1,146971595;;;;2;2
384825;OA;ENC;2;27;párbeszéd;kötetlen;FOIL;81;good;1,595716306;;;;2;2
384825;OA;ENC;2;21;díszterem;patinás;TARG;82;no-good;1,33217877;;;;2;2
384825;OA;ENC;2;89;törmelék;építkezési;TARG;83;good;1,370200998;;;;2;2
384825;OA;ENC;2;8;publicista;hiteles;FOIL;84;good;1,598339344;;;;2;2
384825;OA;ENC;2;57;hadjárat;szerencsétlen;FOIL;85;no-good;1,257690284;;;;2;2
384825;OA;ENC;2;85;tanfolyam;gyakorlati;TARG;86;no-good;1,140928718;;;;2;2
384825;OA;ENC;2;7;aszfalt;hibátlan;TARG;87;good;1,011752042;;;;2;2
384825;OA;ENC;2;114;tiltakozás;egyhangú;FOIL;88;good;1,018105305;;;;2;2
384825;OA;ENC;2;39;készpénz;csekély;TARG;89;good;1,116025411;;;;2;2
384825;OA;ENC;2;53;végeredmény;lehetséges;FOIL;90;no-good;1,57179796;;;;2;2
384825;OA;ENC;2;83;találmány;forradalmi;TARG;91;good;1,449212778;;;;2;2
384825;OA;ENC;2;75;jutalom;kívánatos;FOIL;92;no-good;1,416976223;;;;2;2
384825;OA;ENC;2;87;alkatrész;mágneses;FOIL;93;no-good;1,681268264;;;;2;2
384825;OA;ENC;2;28;gorilla;érzékeny;TARG;94;no-good;1,38127069;;;;2;2
384825;OA;ENC;2;120;áramlat;kulturális;FOIL;95;no-good;1,203301905;;;;2;2
384825;OA;ENC;2;38;korosztály;szerencsés;FOIL;96;good;1,358182422;;;;2;2
384825;OA;ENC;2;90;tudomány;mérnöki;TARG;97;no-good;1,198406957;;;;2;2
384825;OA;ENC;2;54;tartozás;nagymértékû;FOIL;98;good;1,341104375;;;;2;2
384825;OA;ENC;2;123;lázadás;széleskörû;FOIL;99;good;1,04423958;;;;2;2
384825;OA;ENC;2;24;fejedelem;történelmi;TARG;100;no-good;1,373620215;;;;2;2
384825;OA;ENC;2;84;útmutatás;szakszerû;FOIL;1;None;;;;none;2;2
384825;OA;ENC;2;51;levéltár;régészeti;TARG;2;good;1,785080408;;;;2;2
384825;OA;ENC;2;48;költészet;mágikus;TARG;3;no-good;1,296971471;;;;2;2
384825;OA;ENC;2;55;pályafutás;dicséretes;FOIL;4;good;1,156962402;;;;2;2
384825;OA;ENC;2;8;baktérium;növényi;TARG;5;None;;;;none;2;2
384825;OA;ENC;2;63;nagymama;kedvenc;TARG;6;good;1,183049715;;;;2;2
384825;OA;ENC;2;105;szörnyeteg;képzeletbeli;FOIL;7;good;1,425793909;;;;2;2
384825;OA;ENC;2;94;vacsora;zártkörû;TARG;8;good;0,891441881;;;;2;2
384825;OA;ENC;2;27;gázvezeték;felszíni;TARG;9;good;1,690074754;;;;2;2
384825;OA;ENC;2;70;kritika;érthetetlen;FOIL;10;good;1,528876118;;;;2;2
384825;OA;ENC;2;52;magazin;tudományos;TARG;11;good;0,964115327;;;;2;2
384825;OA;ENC;2;60;rosszullét;fizikai;FOIL;12;good;1,215443951;;;;2;2
384825;OA;ENC;2;100;zöldség;rendszeres;TARG;13;no-good;1,454680601;;;;2;2
384825;OA;ENC;2;2;országrész;középsõ;FOIL;14;good;1,49020575;;;;2;2
384825;OA;ENC;2;37;képregény;izgalmas;TARG;15;good;1,261768526;;;;2;2
384825;OA;ENC;2;78;szélvihar;hirtelen;TARG;16;good;1,072864404;;;;2;2
384825;OA;ENC;2;34;korlátozás;lokális;FOIL;17;no-good;1,393241681;;;;2;2
384825;OA;ENC;2;42;kirándulás;hétvégi;TARG;18;good;1,028605542;;;;2;2
384825;OA;ENC;2;93;testrész;elõnytelen;FOIL;19;good;1,440358082;;;;2;2
384825;OA;ENC;2;29;hangszer;autentikus;TARG;20;good;1,752100856;;;;2;2
384825;OA;ENC;2;18;olvasmány;gyermekkori;FOIL;21;good;0,799703672;;;;2;2
384825;OA;ENC;2;119;felajánlás;tömeges;FOIL;22;no-good;1,450271758;;;;2;2
384825;OA;ENC;2;68;osztályzat;közepes;TARG;23;good;1,382687951;;;;2;2
384825;OA;ENC;2;62;gyulladás;fájdalmas;FOIL;24;good;1,071050608;;;;2;2
384825;OA;ENC;2;54;mellény;sportos;TARG;25;good;1,349548852;;;;2;2
384825;OA;ENC;2;40;kesztyû;férfias;TARG;26;no-good;1,115279303;;;;2;2
384825;OA;ENC;2;89;ellenõr;közömbös;FOIL;27;good;0,867396643;;;;2;2
384825;OA;ENC;2;16;tinédzser;kíváncsi;FOIL;28;good;1,09226941;;;;2;2
384825;OA;ENC;2;5;áruházlánc;veszteséges;TARG;29;good;1,141062141;;;;2;2
384825;OA;ENC;2;72;professzor;közgazdasági;TARG;30;good;0,992338329;;;;2;2
384825;OA;ENC;2;29;nyereség;pillanatnyi;FOIL;31;good;1,040114998;;;;2;2
384825;OA;ENC;2;98;zarándok;keresztény;TARG;32;no-good;1,355522375;;;;2;2
384825;OA;ENC;2;65;alapanyag;folyékony;FOIL;33;good;1,446563615;;;;2;2
384825;OA;ENC;2;99;zeneszerzõ;nagyszerû;TARG;34;good;1,140542136;;;;2;2
384825;OA;ENC;2;70;pénztárca;ismeretlen;TARG;35;no-good;1,156014451;;;;2;2
384825;OA;ENC;2;17;borvidék;csapadékos;FOIL;36;no-good;1,486062197;;;;2;2
384825;OA;ENC;2;69;célpont;potenciális;FOIL;37;good;1,513809046;;;;2;2
384825;OA;ENC;2;66;olimpikon;legendás;TARG;38;good;1,016249212;;;;2;2
384825;OA;ENC;2;1;akadály;lehetetlen;TARG;39;no-good;1,572624307;;;;2;2
384825;OA;ENC;2;42;szerencse;viszonylagos;FOIL;40;good;1,360608903;;;;2;2
384825;OA;ENC;2;57;monitor;kijelzõs;TARG;41;good;0,817457227;;;;2;2
384825;OA;ENC;2;39;utasítás;elnökségi;FOIL;42;good;1,303271551;;;;2;2
384825;OA;ENC;2;66;csarnok;ünnepélyes;FOIL;43;no-good;1,314078441;;;;2;2
384825;OA;ENC;2;20;díszlet;színpadi;TARG;44;good;1,220744142;;;;2;2
384825;OA;ENC;2;37;korszak;bizonytalan;FOIL;45;good;1,777337875;;;;2;2
384825;OA;ENC;2;58;mutatvány;szánalmas;TARG;46;good;1,306383492;;;;2;2
384825;OA;ENC;2;44;veszekedés;hétköznapi;FOIL;47;good;1,07101111;;;;2;2
384825;OA;ENC;2;44;kollégium;fõiskolai;TARG;48;good;1,229135125;;;;2;2
384825;OA;ENC;2;33;parancs;vitathatatlan;FOIL;49;no-good;1,623256336;;;;2;2
384825;OA;ENC;2;56;mikrofon;vezetékes;TARG;50;good;1,57783275;;;;2;2
384825;OA;ENC;2;35;kapitány;rutinos;TARG;51;good;1,07476124;;;;2;2
384825;OA;ENC;2;97;pontszám;egyenlõ;FOIL;52;good;1,226421584;;;;2;2
384825;OA;ENC;2;32;szállítás;idõigényes;FOIL;53;good;1,170362784;;;;2;2
384825;OA;ENC;2;9;barátnõ;középkorú;TARG;54;good;0,932198177;;;;2;2
384825;OA;ENC;2;118;kiképzés;lélektani;FOIL;55;no-good;1,327764017;;;;2;2
384825;OA;ENC;2;50;leépítés;túlzott;FOIL;56;good;1,216211517;;;;2;2
384825;OA;ENC;2;6;ásványvíz;minõségi;TARG;57;good;0,982916666;;;;2;2
384825;OA;ENC;2;117;megjegyzés;rosszindulatú;FOIL;58;good;0,933849938;;;;2;2
384825;OA;ENC;2;11;benzinkút;hajnali;TARG;59;no-good;1,040233181;;;;2;2
384825;OA;ENC;2;1;merénylõ;erõszakos;FOIL;60;good;1,001560325;;;;2;2
384825;OA;ENC;2;50;lépcsõház;emeletes;TARG;61;good;0,823801159;;;;2;2
384825;OA;ENC;2;106;munkagép;funkcionális;FOIL;62;good;1,479709556;;;;2;2
384825;OA;ENC;2;69;ösztöndíj;tanulmányi;TARG;63;good;1,027366488;;;;2;2
384825;OA;ENC;2;38;kerékpár;elektromos;TARG;64;good;1,172483545;;;;2;2
384825;OA;ENC;2;108;vészhelyzet;idõjárási;FOIL;65;good;1,627866712;;;;2;2
384825;OA;ENC;2;92;újságcikk;botrányos;TARG;66;good;1,028344917;;;;2;2
384825;OA;ENC;2;82;szõnyeg;használati;TARG;67;no-good;1,11536172;;;;2;2
384825;OA;ENC;2;11;laktanya;községi;FOIL;68;None;;;;none;2;2
384825;OA;ENC;2;63;titkárság;egyszemélyes;FOIL;69;good;1,261422063;;;;2;2
384825;OA;ENC;2;47;koponya;parányi;TARG;70;good;1,54756083;;;;2;2
