itemno,noun,adjective,stimtype,encoding_version_noun,encoding_version_adjective,repeat_enc.thisRepN,repeat_enc.thisTrialN,repeat_enc.thisN,repeat_enc.thisIndex,enc_practice_loop.thisRepN,enc_practice_loop.thisTrialN,enc_practice_loop.thisN,enc_practice_loop.thisIndex,break_loop.thisRepN,break_loop.thisTrialN,break_loop.thisN,break_loop.thisIndex,enc_loop.thisRepN,enc_loop.thisTrialN,enc_loop.thisN,enc_loop.thisIndex,level_loop.thisRepN,level_loop.thisTrialN,level_loop.thisN,level_loop.thisIndex,practiceRepeat.thisRepN,practiceRepeat.thisTrialN,practiceRepeat.thisN,practiceRepeat.thisIndex,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,blokk_loop.thisRepN,blokk_loop.thisTrialN,blokk_loop.thisN,blokk_loop.thisIndex,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,repeat_rec_pract.thisRepN,repeat_rec_pract.thisTrialN,repeat_rec_pract.thisN,repeat_rec_pract.thisIndex,test_pract_loop.thisRepN,test_pract_loop.thisTrialN,test_pract_loop.thisN,test_pract_loop.thisIndex,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,exp_intro.started,exp_intro_cont.started,exp_continue.started,exp_continue.keys,exp_continue.rt,enc_instr_text.started,enc_instr_cont_text.started,enc_instr_cont_key.started,newspaper.started,editor.started,enc_instr_cont_key.keys,enc_instr_cont_key.rt,enc_pract_start_text.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,fx_cross.started,megfelelő_v.started,nemmegf_v.started,enc_cross_resp.started,enc_cross_resp.keys,word_pair_text.started,enc_keys.started,megfelelő_válasz.started,nemmegfelelő_válasz.started,enc_keys.keys,enc_feedback_text.started,enc_keys.rt,enc_repeat_button.started,repeat_text_for_enc.started,enc_repeat_button.keys,enc_repeat_button.rt,enc_pract_endtext.started,enc_pract_cont_text.started,end_enc_pract_key.started,end_enc_pract_key.keys,end_enc_pract_key.rt,enc_cross_resp.rt,end_enc_text.started,end_enc_key.started,end_enc_key.keys,end_enc_key.rt,instr_instr.started,instr_tovabb.started,sad_computer.started,warning.started,instr_tovabb.keys,instr_tovabb.rt,lvl_instr_text.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,pract_inst_text.started,pract_inst_key.started,pract_inst_key.keys,pract_inst_key.rt,pract_stim.started,pract_resp.started,pract_resp.stopped,nback_feedback.started,pract_stim.stopped,nback_feedback.stopped,pract_resp.keys,feladat_blokk,Betű,All_keys,All_RT,Answer_key,Answer RT,Response type,Correctness,pract_stim2.started,feedback_2.started,pract_resp.rt,repeat_pract_text.started,repeat_practice_key.started,repeat_practice_key.keys,repeat_practice_key.rt,szunet_text.started,szunet_key.started,szunet_key.keys,szunet_key.rt,test_stim.started,key_resp.started,test_stim.stopped,key_resp.stopped,key_resp.keys,key_resp.rt,blokk_szun_text.started,blokk_szun_resp.started,blokk_szun_resp.keys,blokk_szun_resp.rt,text_3.started,end_keys.started,end_keys.keys,end_keys.rt,break_text.started,break_cont_text.started,szun2_resp.started,szun2_resp.keys,szun2_resp.rt,test_instr_text.started,test_instr_cont_text.started,test_instr_cont_key.started,news_coffee.started,editorman.started,test_instr_cont_key.keys,test_instr_cont_key.rt,test2_inst.started,test2_space.started,test2_resp.started,test2_resp.keys,test2_resp.rt,test_pract_start_text.started,test_pract_begin.started,test_pract_begin.keys,test_pract_begin.rt,test_pract_words.started,test_pract_keys.started,régi_válasz.started,uj_válasz.started,test_pract_keys.keys,confid_break_text.started,confid_break_gombok.started,confid_break_gombok.keys,confid_break_gombok.rt,konfidencia_kérdés.started,confid_rate_keys.started,confid_rate_keys.keys,confid_rate_keys.rt,test_pract_feedback_text.started,feedback_button.started,feedback_button.keys,feedback_button.rt,test_pract_keys.rt,fx_cross.stopped,megfelelő_v.stopped,nemmegf_v.stopped,enc_cross_resp.stopped,repeat_pract_rec_textbox.started,rec_pract_repeat_button.started,rec_pract_repeat_button.keys,rec_pract_repeat_button.rt,test_pract_end_text.started,test_pract_end_cont_text.started,test_pract_end_key.started,test_pract_end_key.keys,test_pract_end_key.rt,confid_break_text.stopped,confid_break_gombok.stopped,test_end_text.started,end_exp_text.started,key_resp_3.started,key_resp_3.keys,Résztvevő kódja:,Lista száma:,date,expName,psychopyVersion,frameRate,
43,kolbász,tonnányi,TARG,,,,,,,,,,,0,0,0,0,0,84,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2185.3767969952896,2185.3767969952896,2185.3767969952896,2185.3767969952896,None,2186.4028067700565,2186.4028067700565,2186.4028067700565,2186.4028067700565,j,,1.7830097628757358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
53,matrica,fizetős,TARG,,,,,,,,,,,0,0,0,0,0,85,85,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2188.388497055508,2188.388497055508,2188.388497055508,2188.388497055508,None,2189.396522575058,2189.396522575058,2189.396522575058,2189.396522575058,2,,1.2892019003629684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
13,táplálék,elégséges,FOIL,,,,,,,,,,,0,0,0,0,0,86,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2191.377195083536,2191.377195083536,2191.377195083536,2191.377195083536,None,2192.3894247878343,2192.3894247878343,2192.3894247878343,2192.3894247878343,2,,1.3350725434720516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
81,mellékhatás,közvetett,FOIL,,,,,,,,,,,0,0,0,0,0,87,87,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2194.377828602679,2194.377828602679,2194.377828602679,2194.377828602679,None,2195.3888966990635,2195.3888966990635,2195.3888966990635,2195.3888966990635,2,,0.9741838369518518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
71,pisztoly,törvénytelen,TARG,,,,,,,,,,,0,0,0,0,0,88,88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2197.378039465286,2197.378039465286,2197.378039465286,2197.378039465286,None,2198.389829095453,2198.389829095453,2198.389829095453,2198.389829095453,j,,1.1626117248088121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
70,pénztárca,ismeretlen,TARG,,,,,,,,,,,0,0,0,0,0,89,89,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200.3720945781097,2200.3720945781097,2200.3720945781097,2200.3720945781097,None,2201.377548386343,2201.377548386343,2201.377548386343,2201.377548386343,j,,1.7399475071579218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
51,sorrend,szabályos,FOIL,,,,,,,,,,,0,0,0,0,0,90,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2203.3755598114803,2203.3755598114803,2203.3755598114803,2203.3755598114803,None,2204.3821030752733,2204.3821030752733,2204.3821030752733,2204.3821030752733,j,,1.824721629731357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
58,közvetítés,globális,FOIL,,,,,,,,,,,0,0,0,0,0,91,91,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206.3723691971973,2206.3723691971973,2206.3723691971973,2206.3723691971973,None,2207.3769876416773,2207.3769876416773,2207.3769876416773,2207.3769876416773,j,,1.5736100925132632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
82,szőnyeg,használati,TARG,,,,,,,,,,,0,0,0,0,0,92,92,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2209.3830404486507,2209.3830404486507,2209.3830404486507,2209.3830404486507,None,2210.389247513376,2210.389247513376,2210.389247513376,2210.389247513376,j,,1.6399527322500944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
120,áramlat,kulturális,FOIL,,,,,,,,,,,0,0,0,0,0,93,93,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2212.379195164889,2212.379195164889,2212.379195164889,2212.379195164889,None,2213.3884572461247,2213.3884572461247,2213.3884572461247,2213.3884572461247,2,,1.4478764282539487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
22,bankrablás,tavalyi,FOIL,,,,,,,,,,,0,0,0,0,0,94,94,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2215.3764617303386,2215.3764617303386,2215.3764617303386,2215.3764617303386,None,2216.3845118191093,2216.3845118191093,2216.3845118191093,2216.3845118191093,j,,1.4106931267306209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
27,gázvezeték,felszíni,TARG,,,,,,,,,,,0,0,0,0,0,95,95,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2218.3992028282955,2218.3992028282955,2218.3992028282955,2218.3992028282955,None,2219.3834540871903,2219.3834540871903,2219.3834540871903,2219.3834540871903,2,,1.790672649629414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
82,értékrend,szubjektív,FOIL,,,,,,,,,,,0,0,0,0,0,96,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2221.3778758756816,2221.3778758756816,2221.3778758756816,2221.3778758756816,None,2222.392173461616,2222.392173461616,2222.392173461616,2222.392173461616,2,,1.1490605538710952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
117,megjegyzés,rosszindulatú,FOIL,,,,,,,,,,,0,0,0,0,0,97,97,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2224.376052445732,2224.376052445732,2224.376052445732,2224.376052445732,None,2225.391967887059,2225.391967887059,2225.391967887059,2225.391967887059,2,,1.1809474173933268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
31,helyezés,végleges,TARG,,,,,,,,,,,0,0,0,0,0,98,98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2227.377908842638,2227.377908842638,2227.377908842638,2227.377908842638,None,2228.3885054523125,2228.3885054523125,2228.3885054523125,2228.3885054523125,2,,1.6014205953106284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
2,országrész,középső,FOIL,,,,,,,,,,,0,0,0,0,0,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2230.383217100054,2230.383217100054,2230.383217100054,2230.383217100054,None,2231.379537272267,2231.379537272267,2231.379537272267,2231.379537272267,2,,1.6319281458854675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2233.4197264509276,2253.3651718869805,4,7.63689305074513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
116,hazugság,kisebbik,FOIL,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2261.101356983185,2261.101356983185,2261.101356983185,2261.101356983185,None,2262.0418316032737,2262.0418316032737,2262.0418316032737,2262.0418316032737,j,,1.123220588080585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
38,kerékpár,elektromos,TARG,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2264.0479590520263,2264.0479590520263,2264.0479590520263,2264.0479590520263,None,2265.0538460919634,2265.0538460919634,2265.0538460919634,2265.0538460919634,2,,0.8921599444001913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
33,iránytű,hasznos,TARG,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2267.056584813632,2267.056584813632,2267.056584813632,2267.056584813632,None,2268.053510204889,2268.053510204889,2268.053510204889,2268.053510204889,2,,1.1821186682209373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
122,munkanap,tetszőleges,FOIL,,,,,,,,,,,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2270.043753934093,2270.043753934093,2270.043753934093,2270.043753934093,None,2271.069252726622,2271.069252726622,2271.069252726622,2271.069252726622,j,,1.67793283239007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
13,bölcsőde,kertvárosi,TARG,,,,,,,,,,,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2273.058534202166,2273.058534202166,2273.058534202166,2273.058534202166,None,2274.0454803304747,2274.0454803304747,2274.0454803304747,2274.0454803304747,2,,1.0411130348220468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
86,távirat,udvarias,TARG,,,,,,,,,,,1,0,1,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2276.0430103177205,2276.0430103177205,2276.0430103177205,2276.0430103177205,None,2277.0543499216437,2277.0543499216437,2277.0543499216437,2277.0543499216437,j,,1.1975402301177382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
77,őrmester,méltatlan,FOIL,,,,,,,,,,,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2279.0427419198677,2279.0427419198677,2279.0427419198677,2279.0427419198677,None,2280.05401776731,2280.05401776731,2280.05401776731,2280.05401776731,j,,1.2284744810312986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
39,utasítás,elnökségi,FOIL,,,,,,,,,,,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2282.0455972692,2282.0455972692,2282.0455972692,2282.0455972692,None,2283.0545396357775,2283.0545396357775,2283.0545396357775,2283.0545396357775,2,,1.6847678199410439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
89,törmelék,építkezési,TARG,,,,,,,,,,,1,0,1,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2285.043867451139,2285.043867451139,2285.043867451139,2285.043867451139,None,2286.054808656685,2286.054808656685,2286.054808656685,2286.054808656685,2,,1.3807276599109173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
103,forgatás,életveszélyes,FOIL,,,,,,,,,,,1,0,1,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2288.0414269845933,2288.0414269845933,2288.0414269845933,2288.0414269845933,None,2289.046111674048,2289.046111674048,2289.046111674048,2289.046111674048,j,,1.5803545769304037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
55,pályafutás,dicséretes,FOIL,,,,,,,,,,,1,0,1,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2291.0411781789735,2291.0411781789735,2291.0411781789735,2291.0411781789735,None,2292.0515160318464,2292.0515160318464,2292.0515160318464,2292.0515160318464,2,,1.3295419178903103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
20,díszlet,színpadi,TARG,,,,,,,,,,,1,0,1,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2294.051277179271,2294.051277179271,2294.051277179271,2294.051277179271,None,2295.0535820471123,2295.0535820471123,2295.0535820471123,2295.0535820471123,2,,1.4858185853809118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
15,küldemény,dobozos,FOIL,,,,,,,,,,,1,0,1,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2297.0531752509996,2297.0531752509996,2297.0531752509996,2297.0531752509996,None,2298.074843376875,2298.074843376875,2298.074843376875,2298.074843376875,2,,0.9085555793717504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
37,képregény,izgalmas,TARG,,,,,,,,,,,1,0,1,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300.0435996754095,2300.0435996754095,2300.0435996754095,2300.0435996754095,None,2301.0543654719368,2301.0543654719368,2301.0543654719368,2301.0543654719368,2,,1.0839675376191735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
112,játszma,belpolitikai,FOIL,,,,,,,,,,,1,0,1,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2303.045640810393,2303.045640810393,2303.045640810393,2303.045640810393,None,2304.0542479120195,2304.0542479120195,2304.0542479120195,2304.0542479120195,j,,1.4505554372444749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
87,telefonszám,otthoni,TARG,,,,,,,,,,,1,0,1,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2306.0436295317486,2306.0436295317486,2306.0436295317486,2306.0436295317486,None,2307.054353032261,2307.054353032261,2307.054353032261,2307.054353032261,2,,1.0117705147713423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
16,tinédzser,kíváncsi,FOIL,,,,,,,,,,,1,0,1,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2309.0409953072667,2309.0409953072667,2309.0409953072667,2309.0409953072667,None,2310.0475323507562,2310.0475323507562,2310.0475323507562,2310.0475323507562,2,,1.0514543084427714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150196,18,2022-09-06_10h23.36.375,encoding_smst,2022.2.2,51.80779653758876,
