itemno,noun,adjective,stimtype,enc_practice_loop.thisRepN,enc_practice_loop.thisTrialN,enc_practice_loop.thisN,enc_practice_loop.thisIndex,break_loop.thisRepN,break_loop.thisTrialN,break_loop.thisN,break_loop.thisIndex,enc_loop.thisRepN,enc_loop.thisTrialN,enc_loop.thisN,enc_loop.thisIndex,level_loop.thisRepN,level_loop.thisTrialN,level_loop.thisN,level_loop.thisIndex,practiceRepeat.thisRepN,practiceRepeat.thisTrialN,practiceRepeat.thisN,practiceRepeat.thisIndex,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,blokk_loop.thisRepN,blokk_loop.thisTrialN,blokk_loop.thisN,blokk_loop.thisIndex,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,test_pract_loop.thisRepN,test_pract_loop.thisTrialN,test_pract_loop.thisN,test_pract_loop.thisIndex,exp_intro.started,exp_intro.stopped,exp_intro_cont.started,exp_intro_cont.stopped,exp_continue.keys,exp_continue.rt,exp_continue.started,exp_continue.stopped,enc_instr_text.started,enc_instr_text.stopped,enc_instr_cont_text.started,enc_instr_cont_text.stopped,enc_instr_cont_key.keys,enc_instr_cont_key.rt,enc_instr_cont_key.started,enc_instr_cont_key.stopped,newspaper.started,newspaper.stopped,editor.started,editor.stopped,enc_pract_start_text.started,enc_pract_start_text.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,fx_cross.started,fx_cross.stopped,megfelelő_v.started,megfelelő_v.stopped,nemmegf_v.started,nemmegf_v.stopped,word_pair_text.started,word_pair_text.stopped,enc_keys.keys,enc_keys.rt,enc_keys.started,enc_keys.stopped,megfelelő_válasz.started,megfelelő_válasz.stopped,nemmegfelelő_válasz.started,nemmegfelelő_válasz.stopped,enc_feedback_text.started,enc_feedback_text.stopped,enc_pract_endtext.started,enc_pract_endtext.stopped,enc_pract_cont_text.started,enc_pract_cont_text.stopped,end_enc_pract_key.keys,end_enc_pract_key.rt,end_enc_pract_key.started,end_enc_pract_key.stopped,end_enc_text.started,end_enc_text.stopped,end_enc_key.keys,end_enc_key.rt,end_enc_key.started,end_enc_key.stopped,instr_instr.started,instr_instr.stopped,instr_tovabb.keys,instr_tovabb.rt,instr_tovabb.started,instr_tovabb.stopped,sad_computer.started,sad_computer.stopped,warning.started,warning.stopped,lvl_instr_text.started,lvl_instr_text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,pract_inst_text.started,pract_inst_text.stopped,pract_inst_key.keys,pract_inst_key.rt,pract_inst_key.started,pract_inst_key.stopped,pract_stim.started,pract_stim.stopped,pract_resp.keys,pract_resp.started,pract_resp.stopped,nback_feedback.started,nback_feedback.stopped,feladat_blokk,Betű,All_keys,All_RT,Answer_key,Answer RT,Response type,Correctness,pract_stim2.started,pract_stim2.stopped,feedback_2.started,feedback_2.stopped,pract_resp.rt,repeat_pract_text.started,repeat_pract_text.stopped,repeat_practice_key.keys,repeat_practice_key.rt,repeat_practice_key.started,repeat_practice_key.stopped,szunet_text.started,szunet_text.stopped,szunet_key.keys,szunet_key.rt,szunet_key.started,szunet_key.stopped,test_stim.started,test_stim.stopped,key_resp.keys,key_resp.started,key_resp.stopped,key_resp.rt,blokk_szun_text.started,blokk_szun_text.stopped,blokk_szun_resp.keys,blokk_szun_resp.rt,blokk_szun_resp.started,blokk_szun_resp.stopped,text_3.started,text_3.stopped,end_keys.keys,end_keys.rt,end_keys.started,end_keys.stopped,break_text.started,break_text.stopped,break_cont_text.started,break_cont_text.stopped,szun2_resp.keys,szun2_resp.rt,szun2_resp.started,szun2_resp.stopped,test_instr_text.started,test_instr_text.stopped,test_instr_cont_text.started,test_instr_cont_text.stopped,test_instr_cont_key.keys,test_instr_cont_key.rt,test_instr_cont_key.started,test_instr_cont_key.stopped,news_coffee.started,news_coffee.stopped,editorman.started,editorman.stopped,test2_inst.started,test2_inst.stopped,test2_space.started,test2_space.stopped,test2_resp.keys,test2_resp.rt,test2_resp.started,test2_resp.stopped,test_pract_start_text.started,test_pract_start_text.stopped,test_pract_begin.keys,test_pract_begin.rt,test_pract_begin.started,test_pract_begin.stopped,test_pract_words.started,test_pract_words.stopped,test_pract_keys.keys,test_pract_keys.started,test_pract_keys.stopped,régi_válasz.started,régi_válasz.stopped,uj_válasz.started,uj_válasz.stopped,konfidencia_kérdés.started,konfidencia_kérdés.stopped,confid_rate_keys.keys,confid_rate_keys.started,confid_rate_keys.stopped,test_pract_feedback_text.started,test_pract_feedback_text.stopped,test_pract_keys.rt,confid_rate_keys.rt,Résztvevő kódja:,Lista száma:,date,expName,psychopyVersion,frameRate,
83,találmány,forradalmi,TARG,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.4330038940534,None,183.4330038940534,None,183.4330038940534,None,184.45137412007898,None,2,1.7218854711391032,184.45137412007898,None,184.45137412007898,None,184.45137412007898,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
72,asszisztens,tárgyalási,FOIL,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.44390094280243,None,186.44390094280243,None,186.44390094280243,None,187.4458182984963,None,None,,187.4458182984963,None,187.4458182984963,None,187.4458182984963,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
43,kitüntetés,jelképes,FOIL,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.43669896339998,None,189.43669896339998,None,189.43669896339998,None,190.43742702994496,None,2,1.9537567421793938,190.43742702994496,None,190.43742702994496,None,190.43742702994496,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
98,zarándok,keresztény,TARG,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.432171640452,None,192.432171640452,None,192.432171640452,None,193.4414906417951,None,2,1.893694527912885,193.4414906417951,None,193.4414906417951,None,193.4414906417951,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
61,üzemanyag,mesterséges,FOIL,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.43107036640868,None,195.43107036640868,None,195.43107036640868,None,196.44181999797001,None,None,,196.44181999797001,None,196.44181999797001,None,196.44181999797001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
44,kollégium,főiskolai,TARG,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.42604263406247,None,198.42604263406247,None,198.42604263406247,None,199.43942742422223,None,2,1.8865752760320902,199.43942742422223,None,199.43942742422223,None,199.43942742422223,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
42,kirándulás,hétvégi,TARG,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.42939808405936,None,201.42939808405936,None,201.42939808405936,None,202.44899460906163,None,2,1.0711278282105923,202.44899460906163,None,202.44899460906163,None,202.44899460906163,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
82,értékrend,szubjektív,FOIL,,,,,0,0,0,0,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.42669108277187,None,204.42669108277187,None,204.42669108277187,None,205.44103781646118,None,None,,205.44103781646118,None,205.44103781646118,None,205.44103781646118,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
77,őrmester,méltatlan,FOIL,,,,,0,0,0,0,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.44618435343727,None,207.44618435343727,None,207.44618435343727,None,208.44452731031924,None,None,,208.44452731031924,None,208.44452731031924,None,208.44452731031924,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
50,lépcsőház,emeletes,TARG,,,,,0,0,0,0,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.44012439018115,None,210.44012439018115,None,210.44012439018115,None,211.43661499163136,None,None,,211.43661499163136,None,211.43661499163136,None,211.43661499163136,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
115,villany,infravörös,FOIL,,,,,0,0,0,0,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.43157108686864,None,213.43157108686864,None,213.43157108686864,None,214.44325684849173,None,j,1.9486742722801864,214.44325684849173,None,214.44325684849173,None,214.44325684849173,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
6,ásványvíz,minőségi,TARG,,,,,0,0,0,0,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.43800767930225,None,216.43800767930225,None,216.43800767930225,None,217.44442716613412,None,None,,217.44442716613412,None,217.44442716613412,None,217.44442716613412,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
65,novella,tanulságos,TARG,,,,,0,0,0,0,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.42814441630617,None,219.42814441630617,None,219.42814441630617,None,220.4474806287326,None,2,1.4066784312017262,220.4474806287326,None,220.4474806287326,None,220.4474806287326,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
16,tinédzser,kíváncsi,FOIL,,,,,0,0,0,0,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.4253795677796,None,222.4253795677796,None,222.4253795677796,None,223.43643740704283,None,None,,223.43643740704283,None,223.43643740704283,None,223.43643740704283,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
56,mikrofon,vezetékes,TARG,,,,,0,0,0,0,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.44222679454833,None,225.44222679454833,None,225.44222679454833,None,226.43562132585794,None,j,1.6464337189681828,226.43562132585794,None,226.43562132585794,None,226.43562132585794,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
44,veszekedés,hétköznapi,FOIL,,,,,0,0,0,0,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.4557027099654,None,228.4557027099654,None,228.4557027099654,None,229.43676614109427,None,None,,229.43676614109427,None,229.43676614109427,None,229.43676614109427,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
35,kapitány,rutinos,TARG,,,,,0,0,0,0,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.43244128348306,None,231.43244128348306,None,231.43244128348306,None,232.44410092011094,None,j,1.5966163729317486,232.44410092011094,None,232.44410092011094,None,232.44410092011094,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
76,meglátás,egyoldalú,FOIL,,,,,0,0,0,0,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.4432329009287,None,234.4432329009287,None,234.4432329009287,None,235.43627754971385,None,None,,235.43627754971385,None,235.43627754971385,None,235.43627754971385,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
58,mutatvány,szánalmas,TARG,,,,,0,0,0,0,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.42623576894403,None,237.42623576894403,None,237.42623576894403,None,238.43295537726954,None,j,1.3696571397595108,238.43295537726954,None,238.43295537726954,None,238.43295537726954,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
61,műemlék,természeti,TARG,,,,,0,0,0,0,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.4448650632985,None,240.4448650632985,None,240.4448650632985,None,241.4366865232587,None,None,,241.4366865232587,None,241.4366865232587,None,241.4366865232587,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
37,korszak,bizonytalan,FOIL,,,,,0,0,0,0,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.44381106225774,None,243.44381106225774,None,243.44381106225774,None,244.44089444214478,None,j,1.4595906035974622,244.44089444214478,None,244.44089444214478,None,244.44089444214478,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
37,képregény,izgalmas,TARG,,,,,0,0,0,0,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.4299949053675,None,246.4299949053675,None,246.4299949053675,None,247.45010739052668,None,2,1.6003217049874365,247.45010739052668,None,247.45010739052668,None,247.45010739052668,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
13,bölcsőde,kertvárosi,TARG,,,,,0,0,0,0,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.43746124068275,None,249.43746124068275,None,249.43746124068275,None,250.4409022172913,None,2,1.5364928906783462,250.4409022172913,None,250.4409022172913,None,250.4409022172913,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
23,fürdőszoba,keskeny,FOIL,,,,,0,0,0,0,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.44130652584136,None,252.44130652584136,None,252.44130652584136,None,253.43944141967222,None,j,1.3210315718315542,253.43944141967222,None,253.43944141967222,None,253.43944141967222,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
57,hadjárat,szerencsétlen,FOIL,,,,,0,0,0,0,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.42944286903366,None,255.42944286903366,None,255.42944286903366,None,256.43317463668063,None,j,1.5303533095866442,256.43317463668063,None,256.43317463668063,None,256.43317463668063,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
85,tanfolyam,gyakorlati,TARG,,,,,0,0,0,0,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.42625131923705,None,258.42625131923705,None,258.42625131923705,None,259.4352723765187,None,2,1.608113664202392,259.4352723765187,None,259.4352723765187,None,259.4352723765187,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
5,áruházlánc,veszteséges,TARG,,,,,0,0,0,0,0,43,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.44358869222924,None,261.44358869222924,None,261.44358869222924,None,262.4400855139829,None,None,,262.4400855139829,None,262.4400855139829,None,262.4400855139829,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
86,választék,tetszetős,FOIL,,,,,0,0,0,0,0,44,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.44095011241734,None,264.44095011241734,None,264.44095011241734,None,265.442006601952,None,None,,265.442006601952,None,265.442006601952,None,265.442006601952,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
35,fenyegetés,írásbeli,FOIL,,,,,0,0,0,0,0,45,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.44124930072576,None,267.44124930072576,None,267.44124930072576,None,268.4364028852433,None,j,1.8258885615505278,268.4364028852433,None,268.4364028852433,None,268.4364028852433,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
48,költészet,mágikus,TARG,,,,,0,0,0,0,0,46,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.4405041290447,None,270.4405041290447,None,270.4405041290447,None,271.43504005437717,None,2,1.474167793057859,271.43504005437717,None,271.43504005437717,None,271.43504005437717,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
51,levéltár,régészeti,TARG,,,,,0,0,0,0,0,47,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.43149644555524,None,273.43149644555524,None,273.43149644555524,None,274.43634877027944,None,2,1.4871031786315143,274.43634877027944,None,274.43634877027944,None,274.43634877027944,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
107,üdvözlet,kölcsönös,FOIL,,,,,0,0,0,0,0,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.43308133492246,None,276.43308133492246,None,276.43308133492246,None,277.44564413512126,None,2,1.50183027330786,277.44564413512126,None,277.44564413512126,None,277.44564413512126,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
46,kommentár,terjedelmes,TARG,,,,,0,0,0,0,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.43941156286746,None,279.43941156286746,None,279.43941156286746,None,280.43914036499336,None,j,1.490901502314955,280.43914036499336,None,280.43914036499336,None,280.43914036499336,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880818,1,2022_Mar_16_1509,encoding_smst,2021.1.2,59.96590810941919,
