itemno	noun	adjective	stimtype	encoding_version_noun	encoding_version_adjective	repeat_enc.thisRepN	repeat_enc.thisTrialN	repeat_enc.thisN	repeat_enc.thisIndex	enc_practice_loop.thisRepN	enc_practice_loop.thisTrialN	enc_practice_loop.thisN	enc_practice_loop.thisIndex	break_loop.thisRepN	break_loop.thisTrialN	break_loop.thisN	break_loop.thisIndex	enc_loop.thisRepN	enc_loop.thisTrialN	enc_loop.thisN	enc_loop.thisIndex	level_loop.thisRepN	level_loop.thisTrialN	level_loop.thisN	level_loop.thisIndex	practiceRepeat.thisRepN	practiceRepeat.thisTrialN	practiceRepeat.thisN	practiceRepeat.thisIndex	practice_loop.thisRepN	practice_loop.thisTrialN	practice_loop.thisN	practice_loop.thisIndex	blokk_loop.thisRepN	blokk_loop.thisTrialN	blokk_loop.thisN	blokk_loop.thisIndex	trial_loop.thisRepN	trial_loop.thisTrialN	trial_loop.thisN	trial_loop.thisIndex	repeat_rec_pract.thisRepN	repeat_rec_pract.thisTrialN	repeat_rec_pract.thisN	repeat_rec_pract.thisIndex	test_pract_loop.thisRepN	test_pract_loop.thisTrialN	test_pract_loop.thisN	test_pract_loop.thisIndex	test_loop.thisRepN	test_loop.thisTrialN	test_loop.thisN	test_loop.thisIndex	exp_intro.started	exp_intro.stopped	exp_intro_cont.started	exp_intro_cont.stopped	exp_continue.keys	exp_continue.rt	exp_continue.started	exp_continue.stopped	enc_instr_text.started	enc_instr_text.stopped	enc_instr_cont_text.started	enc_instr_cont_text.stopped	enc_instr_cont_key.keys	enc_instr_cont_key.rt	enc_instr_cont_key.started	enc_instr_cont_key.stopped	newspaper.started	newspaper.stopped	editor.started	editor.stopped	enc_pract_start_text.started	enc_pract_start_text.stopped	key_resp_5.keys	key_resp_5.rt	key_resp_5.started	key_resp_5.stopped	fx_cross.started	fx_cross.stopped	megfelelõ_v.started	megfelelõ_v.stopped	nemmegf_v.started	nemmegf_v.stopped	enc_cross_resp.keys	enc_cross_resp.started	enc_cross_resp.stopped	word_pair_text.started	word_pair_text.stopped	enc_keys.keys	enc_keys.started	enc_keys.stopped	megfelelõ_válasz.started	megfelelõ_válasz.stopped	nemmegfelelõ_válasz.started	nemmegfelelõ_válasz.stopped	enc_feedback_text.started	enc_feedback_text.stopped	enc_cross_resp.rt	enc_keys.rt	enc_repeat_button.keys	enc_repeat_button.rt	enc_repeat_button.started	enc_repeat_button.stopped	repeat_text_for_enc.started	repeat_text_for_enc.stopped	enc_pract_endtext.started	enc_pract_endtext.stopped	enc_pract_cont_text.started	enc_pract_cont_text.stopped	end_enc_pract_key.keys	end_enc_pract_key.rt	end_enc_pract_key.started	end_enc_pract_key.stopped	end_enc_text.started	end_enc_text.stopped	end_enc_key.keys	end_enc_key.rt	end_enc_key.started	end_enc_key.stopped	instr_instr.started	instr_instr.stopped	instr_tovabb.keys	instr_tovabb.rt	instr_tovabb.started	instr_tovabb.stopped	sad_computer.started	sad_computer.stopped	warning.started	warning.stopped	lvl_instr_text.started	lvl_instr_text.stopped	key_resp_2.keys	key_resp_2.rt	key_resp_2.started	key_resp_2.stopped	pract_inst_text.started	pract_inst_text.stopped	pract_inst_key.keys	pract_inst_key.rt	pract_inst_key.started	pract_inst_key.stopped	pract_stim.started	pract_stim.stopped	pract_resp.keys	pract_resp.started	pract_resp.stopped	nback_feedback.started	nback_feedback.stopped	feladat_blokk	Betû	All_keys	All_RT	Answer_key	Answer RT	Response type	Correctness	pract_stim2.started	pract_stim2.stopped	feedback_2.started	feedback_2.stopped	repeat_pract_text.started	repeat_pract_text.stopped	repeat_practice_key.keys	repeat_practice_key.rt	repeat_practice_key.started	repeat_practice_key.stopped	pract_resp.rt	szunet_text.started	szunet_text.stopped	szunet_key.keys	szunet_key.rt	szunet_key.started	szunet_key.stopped	test_stim.started	test_stim.stopped	key_resp.keys	key_resp.started	key_resp.stopped	key_resp.rt	blokk_szun_text.started	blokk_szun_text.stopped	blokk_szun_resp.keys	blokk_szun_resp.rt	blokk_szun_resp.started	blokk_szun_resp.stopped	text_3.started	text_3.stopped	end_keys.keys	end_keys.rt	end_keys.started	end_keys.stopped	break_text.started	break_text.stopped	break_cont_text.started	break_cont_text.stopped	szun2_resp.keys	szun2_resp.rt	szun2_resp.started	szun2_resp.stopped	test_instr_text.started	test_instr_text.stopped	test_instr_cont_text.started	test_instr_cont_text.stopped	test_instr_cont_key.keys	test_instr_cont_key.rt	test_instr_cont_key.started	test_instr_cont_key.stopped	news_coffee.started	news_coffee.stopped	editorman.started	editorman.stopped	test2_inst.started	test2_inst.stopped	test2_space.started	test2_space.stopped	test2_resp.keys	test2_resp.rt	test2_resp.started	test2_resp.stopped	test_pract_start_text.started	test_pract_start_text.stopped	test_pract_begin.keys	test_pract_begin.rt	test_pract_begin.started	test_pract_begin.stopped	test_pract_words.started	test_pract_words.stopped	test_pract_keys.keys	test_pract_keys.started	test_pract_keys.stopped	régi_válasz.started	régi_válasz.stopped	uj_válasz.started	uj_válasz.stopped	confid_break_text.started	confid_break_text.stopped	confid_break_gombok.keys	confid_break_gombok.started	confid_break_gombok.stopped	konfidencia_kérdés.started	konfidencia_kérdés.stopped	confid_rate_keys.keys	confid_rate_keys.started	confid_rate_keys.stopped	test_pract_feedback_text.started	test_pract_feedback_text.stopped	feedback_button.keys	feedback_button.rt	feedback_button.started	feedback_button.stopped	test_pract_keys.rt	confid_rate_keys.rt	confid_break_gombok.rt	repeat_pract_rec_textbox.started	repeat_pract_rec_textbox.stopped	rec_pract_repeat_button.keys	rec_pract_repeat_button.rt	rec_pract_repeat_button.started	rec_pract_repeat_button.stopped	test_pract_end_text.started	test_pract_end_text.stopped	test_pract_end_cont_text.started	test_pract_end_cont_text.stopped	test_pract_end_key.keys	test_pract_end_key.rt	test_pract_end_key.started	test_pract_end_key.stopped	test_end_text.started	test_end_text.stopped	end_exp_text.started	end_exp_text.stopped	key_resp_3.keys	key_resp_3.rt	key_resp_3.started	key_resp_3.stopped	Résztvevõ kódja:	Lista száma:	date	expName	psychopyVersion	frameRate
43	kitüntetés	jelképes	FOIL											1	0	1	0	0	47	47	47																																																											817.0592081896611	None	817.0592081896611	None	817.0592081896611	None	None	817.0592081896611	None	818.0740419597714	None	2	818.0740419597714	None	818.0740419597714	None	818.0740419597714	None				1.1998864203924313																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
10	barlang	lakatlan	TARG											1	0	1	0	0	48	48	48																																																											820.0806779072736	None	820.0806779072736	None	820.0806779072736	None	None	820.0806779072736	None	821.0975027415261	None	2	821.0975027415261	None	821.0975027415261	None	821.0975027415261	None				1.621081705787219																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
89	törmelék	építkezési	TARG											1	0	1	0	0	49	49	49																																																											823.1227897539502	None	823.1227897539502	None	823.1227897539502	None	None	823.1227897539502	None	824.1448989010823	None	None	824.1448989010823	None	824.1448989010823	None	824.1448989010823	None																																																																																																																																																																																					457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
67	védekezés	célszerû	FOIL											1	0	1	0	0	50	50	50																																																											826.149238375976	None	826.149238375976	None	826.149238375976	None	None	826.149238375976	None	827.1641265721992	None	2	827.1641265721992	None	827.1641265721992	None	827.1641265721992	None				1.1154145438049454																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
21	díszterem	patinás	TARG											1	0	1	0	0	51	51	51																																																											829.1880069018516	None	829.1880069018516	None	829.1880069018516	None	None	829.1880069018516	None	830.2068122260389	None	2	830.2068122260389	None	830.2068122260389	None	830.2068122260389	None				1.252951607981231																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
39	készpénz	csekély	TARG											1	0	1	0	0	52	52	52																																																											832.2176862602937	None	832.2176862602937	None	832.2176862602937	None	None	832.2176862602937	None	833.2327570173948	None	j	833.2327570173948	None	833.2327570173948	None	833.2327570173948	None				1.5567400414147414																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
82	értékrend	szubjektív	FOIL											1	0	1	0	0	53	53	53																																																											835.2481020823179	None	835.2481020823179	None	835.2481020823179	None	None	835.2481020823179	None	836.2623352986702	None	2	836.2623352986702	None	836.2623352986702	None	836.2623352986702	None				1.1400465763290413																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
78	szélvihar	hirtelen	TARG											1	0	1	0	0	54	54	54																																																											838.275136640732	None	838.275136640732	None	838.275136640732	None	None	838.275136640732	None	839.2890516973857	None	j	839.2890516973857	None	839.2890516973857	None	839.2890516973857	None				1.5017758476024028																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
44	veszekedés	hétköznapi	FOIL											1	0	1	0	0	55	55	55																																																											841.3089359033911	None	841.3089359033911	None	841.3089359033911	None	None	841.3089359033911	None	842.3292748010717	None	j	842.3292748010717	None	842.3292748010717	None	842.3292748010717	None				1.2331255602184683																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
88	útvonal	ajánlatos	FOIL											1	0	1	0	0	56	56	56																																																											844.3515721071744	None	844.3515721071744	None	844.3515721071744	None	None	844.3515721071744	None	845.3700866402069	None	2	845.3700866402069	None	845.3700866402069	None	845.3700866402069	None				1.842215474054683																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
13	bölcsõde	kertvárosi	TARG											1	0	1	0	0	57	57	57																																																											847.378581163066	None	847.378581163066	None	847.378581163066	None	None	847.378581163066	None	848.3929506003333	None	2	848.3929506003333	None	848.3929506003333	None	848.3929506003333	None				1.2633252326631919																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
83	gyûjtemény	sokszínû	FOIL											1	0	1	0	0	58	58	58																																																											850.4175045702432	None	850.4175045702432	None	850.4175045702432	None	None	850.4175045702432	None	851.448158934305	None	2	851.448158934305	None	851.448158934305	None	851.448158934305	None				1.060075276036514																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
95	végállomás	ideiglenes	TARG											1	0	1	0	0	59	59	59																																																											853.4534046823974	None	853.4534046823974	None	853.4534046823974	None	None	853.4534046823974	None	854.4728295316745	None	2	854.4728295316745	None	854.4728295316745	None	854.4728295316745	None				1.2773814862885047																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
112	játszma	belpolitikai	FOIL											1	0	1	0	0	60	60	60																																																											856.4856143904035	None	856.4856143904035	None	856.4856143904035	None	None	856.4856143904035	None	857.4988816203258	None	2	857.4988816203258	None	857.4988816203258	None	857.4988816203258	None				1.2993055845145136																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
18	olvasmány	gyermekkori	FOIL											1	0	1	0	0	61	61	61																																																											859.5008067510789	None	859.5008067510789	None	859.5008067510789	None	None	859.5008067510789	None	860.5116882494767	None	2	860.5116882494767	None	860.5116882494767	None	860.5116882494767	None				1.5472969484690111																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
43	kolbász	tonnányi	TARG											1	0	1	0	0	62	62	62																																																											862.5382914417714	None	862.5382914417714	None	862.5382914417714	None	None	862.5382914417714	None	863.5669385693618	None	2	863.5669385693618	None	863.5669385693618	None	863.5669385693618	None				1.219181268941611																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
51	levéltár	régészeti	TARG											1	0	1	0	0	63	63	63																																																											865.5934792493354	None	865.5934792493354	None	865.5934792493354	None	None	865.5934792493354	None	866.6085453413252	None	2	866.6085453413252	None	866.6085453413252	None	866.6085453413252	None				1.5994732792605646																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
49	havazás	folyamatos	FOIL											1	0	1	0	0	64	64	64																																																											868.6326813183841	None	868.6326813183841	None	868.6326813183841	None	None	868.6326813183841	None	869.6707391942327	None	2	869.6707391942327	None	869.6707391942327	None	869.6707391942327	None				1.6044904374866746																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
69	célpont	potenciális	FOIL											1	0	1	0	0	65	65	65																																																											871.6920736239699	None	871.6920736239699	None	871.6920736239699	None	None	871.6920736239699	None	872.7119229972595	None	2	872.7119229972595	None	872.7119229972595	None	872.7119229972595	None				1.2299368096864782																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
34	kánikula	tavaszi	TARG											1	0	1	0	0	66	66	66																																																											874.7258694655611	None	874.7258694655611	None	874.7258694655611	None	None	874.7258694655611	None	875.7518820563564	None	2	875.7518820563564	None	875.7518820563564	None	875.7518820563564	None				1.1321563392702956																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
65	alapanyag	folyékony	FOIL											1	0	1	0	0	67	67	67																																																											877.7633242996235	None	877.7633242996235	None	877.7633242996235	None	None	877.7633242996235	None	878.7852695462934	None	2	878.7852695462934	None	878.7852695462934	None	878.7852695462934	None				1.6057465930643957																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
50	leépítés	túlzott	FOIL											1	0	1	0	0	68	68	68																																																											880.8142597141268	None	880.8142597141268	None	880.8142597141268	None	None	880.8142597141268	None	881.8424213604303	None	j	881.8424213604303	None	881.8424213604303	None	881.8424213604303	None				1.5489773170556873																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
32	horgász	balatoni	TARG											1	0	1	0	0	69	69	69																																																											883.868249835301	None	883.868249835301	None	883.868249835301	None	None	883.868249835301	None	884.8997859030496	None	2	884.8997859030496	None	884.8997859030496	None	884.8997859030496	None				1.3500643472652882																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
14	focista	rugalmas	FOIL											1	0	1	0	0	70	70	70																																																											886.9103423995839	None	886.9103423995839	None	886.9103423995839	None	None	886.9103423995839	None	887.9270008453168	None	2	887.9270008453168	None	887.9270008453168	None	887.9270008453168	None				1.0929194374766666																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
20	díszlet	színpadi	TARG											1	0	1	0	0	71	71	71																																																											889.9489212114422	None	889.9489212114422	None	889.9489212114422	None	None	889.9489212114422	None	890.9671661017637	None	2	890.9671661017637	None	890.9671661017637	None	890.9671661017637	None				1.1369147400255315																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
29	hangszer	autentikus	TARG											1	0	1	0	0	72	72	72																																																											892.9906971710152	None	892.9906971710152	None	892.9906971710152	None	None	892.9906971710152	None	894.0109545849555	None	2	894.0109545849555	None	894.0109545849555	None	894.0109545849555	None				1.5518211612652522																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
75	jutalom	kívánatos	FOIL											1	0	1	0	0	73	73	73																																																											896.0238890378096	None	896.0238890378096	None	896.0238890378096	None	None	896.0238890378096	None	897.0496522013273	None	2	897.0496522013273	None	897.0496522013273	None	897.0496522013273	None				1.08708961904631																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
57	monitor	kijelzõs	TARG											1	0	1	0	0	74	74	74																																																											899.0763406094338	None	899.0763406094338	None	899.0763406094338	None	None	899.0763406094338	None	900.0826381817751	None	2	900.0826381817751	None	900.0826381817751	None	900.0826381817751	None				1.8059934701013844																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
107	üdvözlet	kölcsönös	FOIL											1	0	1	0	0	75	75	75																																																											902.0828776568524	None	902.0828776568524	None	902.0828776568524	None	None	902.0828776568524	None	903.102579302009	None	2	903.102579302009	None	903.102579302009	None	903.102579302009	None				1.202147438278189																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
38	korosztály	szerencsés	FOIL											1	0	1	0	0	76	76	76																																																											905.1270181994769	None	905.1270181994769	None	905.1270181994769	None	None	905.1270181994769	None	906.1496728521597	None	2	906.1496728521597	None	906.1496728521597	None	906.1496728521597	None				1.0548164656793233																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
40	kesztyû	férfias	TARG											1	0	1	0	0	77	77	77																																																											908.1672549874638	None	908.1672549874638	None	908.1672549874638	None	None	908.1672549874638	None	909.1792386932066	None	2	909.1792386932066	None	909.1792386932066	None	909.1792386932066	None				1.2393093041318934																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
104	pszichiáter	hûséges	FOIL											1	0	1	0	0	78	78	78																																																											911.1909281866974	None	911.1909281866974	None	911.1909281866974	None	None	911.1909281866974	None	912.2160593848384	None	2	912.2160593848384	None	912.2160593848384	None	912.2160593848384	None				1.1475010931899305																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
31	helyezés	végleges	TARG											1	0	1	0	0	79	79	79																																																											914.2434739933233	None	914.2434739933233	None	914.2434739933233	None	None	914.2434739933233	None	915.2681800454448	None	2	915.2681800454448	None	915.2681800454448	None	915.2681800454448	None				1.4133034932601731																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
38	kerékpár	elektromos	TARG											1	0	1	0	0	80	80	80																																																											917.2852916277479	None	917.2852916277479	None	917.2852916277479	None	None	917.2852916277479	None	918.3009651156317	None	2	918.3009651156317	None	918.3009651156317	None	918.3009651156317	None				1.3355058179877233																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
11	laktanya	községi	FOIL											1	0	1	0	0	81	81	81																																																											920.3217988247634	None	920.3217988247634	None	920.3217988247634	None	None	920.3217988247634	None	921.3429404304188	None	2	921.3429404304188	None	921.3429404304188	None	921.3429404304188	None				1.6797558971738908																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
87	alkatrész	mágneses	FOIL											1	0	1	0	0	82	82	82																																																											923.3670950678643	None	923.3670950678643	None	923.3670950678643	None	None	923.3670950678643	None	924.3809435690928	None	2	924.3809435690928	None	924.3809435690928	None	924.3809435690928	None				0.9854504899412859																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
53	matrica	fizetõs	TARG											1	0	1	0	0	83	83	83																																																											926.4012121792475	None	926.4012121792475	None	926.4012121792475	None	None	926.4012121792475	None	927.4393344334676	None	2	927.4393344334676	None	927.4393344334676	None	927.4393344334676	None				1.2440322501352057																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
67	oroszlán	nyugodt	TARG											1	0	1	0	0	84	84	84																																																											929.447280029708	None	929.447280029708	None	929.447280029708	None	None	929.447280029708	None	930.4675337115477	None	2	930.4675337115477	None	930.4675337115477	None	930.4675337115477	None				1.5117678671667818																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
40	engedmény	felelõtlen	FOIL											1	0	1	0	0	85	85	85																																																											932.4777023828647	None	932.4777023828647	None	932.4777023828647	None	None	932.4777023828647	None	933.5072333911667	None	j	933.5072333911667	None	933.5072333911667	None	933.5072333911667	None				1.1976226034457795																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
53	végeredmény	lehetséges	FOIL											1	0	1	0	0	86	86	86																																																											935.5219520888058	None	935.5219520888058	None	935.5219520888058	None	None	935.5219520888058	None	936.5536315305799	None	2	936.5536315305799	None	936.5536315305799	None	936.5536315305799	None				1.5456333742477																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
55	menetrend	szokásos	TARG											1	0	1	0	0	87	87	87																																																											938.5643587697123	None	938.5643587697123	None	938.5643587697123	None	None	938.5643587697123	None	939.5764301793242	None	None	939.5764301793242	None	939.5764301793242	None	939.5764301793242	None																																																																																																																																																																																					457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
76	meglátás	egyoldalú	FOIL											1	0	1	0	0	88	88	88																																																											941.598280257982	None	941.598280257982	None	941.598280257982	None	None	941.598280257982	None	942.6365866280685	None	None	942.6365866280685	None	942.6365866280685	None	942.6365866280685	None																																																																																																																																																																																					457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
98	zarándok	keresztény	TARG											1	0	1	0	0	89	89	89																																																											944.6443804531009	None	944.6443804531009	None	944.6443804531009	None	None	944.6443804531009	None	945.6587001293083	None	2	945.6587001293083	None	945.6587001293083	None	945.6587001293083	None				1.7824138838332146																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
76	szabadidõ	kellemes	TARG											1	0	1	0	0	90	90	90																																																											947.6841096783173	None	947.6841096783173	None	947.6841096783173	None	None	947.6841096783173	None	948.699915344012	None	2	948.699915344012	None	948.699915344012	None	948.699915344012	None				0.9882464391412213																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
124	kertész	szakképzett	FOIL											1	0	1	0	0	91	91	91																																																											950.7065040185116	None	950.7065040185116	None	950.7065040185116	None	None	950.7065040185116	None	951.7417155620642	None	2	951.7417155620642	None	951.7417155620642	None	951.7417155620642	None				1.1233066468848847																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
93	testrész	elõnytelen	FOIL											1	0	1	0	0	92	92	92																																																											953.7512407607574	None	953.7512407607574	None	953.7512407607574	None	None	953.7512407607574	None	954.7627324540808	None	j	954.7627324540808	None	954.7627324540808	None	954.7627324540808	None				1.269364358508028																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
54	mellény	sportos	TARG											1	0	1	0	0	93	93	93																																																											956.7760858328256	None	956.7760858328256	None	956.7760858328256	None	None	956.7760858328256	None	957.7854894279444	None	2	957.7854894279444	None	957.7854894279444	None	957.7854894279444	None				1.4285297536989674																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
72	asszisztens	tárgyalási	FOIL											1	0	1	0	0	94	94	94																																																											959.7941917032003	None	959.7941917032003	None	959.7941917032003	None	None	959.7941917032003	None	960.8123445355741	None	2	960.8123445355741	None	960.8123445355741	None	960.8123445355741	None				1.4145217060868163																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
30	háziorvos	körzeti	TARG											1	0	1	0	0	95	95	95																																																											962.8236402947514	None	962.8236402947514	None	962.8236402947514	None	None	962.8236402947514	None	963.8343603807443	None	2	963.8343603807443	None	963.8343603807443	None	963.8343603807443	None				1.1549207773059607																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
103	forgatás	életveszélyes	FOIL											1	0	1	0	0	96	96	96																																																											965.8414385796059	None	965.8414385796059	None	965.8414385796059	None	None	965.8414385796059	None	966.8766358168796	None	j	966.8766358168796	None	966.8766358168796	None	966.8766358168796	None				1.660264803445898																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
8	baktérium	növényi	TARG											1	0	1	0	0	97	97	97																																																											968.8955347540323	None	968.8955347540323	None	968.8955347540323	None	None	968.8955347540323	None	969.9135361262015	None	j	969.9135361262015	None	969.9135361262015	None	969.9135361262015	None				1.3258164078288246																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
72	professzor	közgazdasági	TARG											1	0	1	0	0	98	98	98																																																											971.9217625613965	None	971.9217625613965	None	971.9217625613965	None	None	971.9217625613965	None	972.9427816304378	None	2	972.9427816304378	None	972.9427816304378	None	972.9427816304378	None				1.124126771261217																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
20	földrengés	sorozatos	FOIL											1	0	1	0	0	99	99	99																																																											974.9660178654594	None	974.9660178654594	None	974.9660178654594	None	None	974.9660178654594	None	976.0027698246413	None	j	976.0027698246413	None	976.0027698246413	None	976.0027698246413	None				1.570062319515273																																																																																																																																																																																	457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
														1	0	1	0																																																																																																			978.0410796158249	None	None		998.028500954475	None																																																																																																																																																													457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																																																																																																																										1398.0587939288816	None	4	1012.8498236281739	1398.0587939288816	None																																																																																																																																																							457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						0	0	0	0	0	0	0	0	0	0	0	0																																																																																															1398.0587939288816	None	1398.0587939288816	None	2410.996130456071	None	4	42.558093231054954	2410.996130456071	None	2453.6290008664655	None	['4']	[13.911131112283329]	2453.6290008664655	None	2467.851639284607	None	None	2467.851639284607	2468.9540935619734	2468.9540935619734	None	nback_1_practice	J	None	[]	no_resp	None	correct rejection	1	2469.873925612206	None	2469.873925612206	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						0	0	0	0	0	0	0	0	1	0	1	0																																																																																																															2470.173379640124	2469.890868411254	None	2470.173379640124	2471.276769736316	2471.276769736316	2472.161131889792	nback_1_practice	H	None	[]	no_resp	None	correct rejection	1	2472.180451214561	None	2472.180451214561	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						0	0	0	0	0	0	0	0	2	0	2	0																																																																																																															2472.478155519464	2472.213381618145	None	2472.478155519464	2473.5787145227077	2473.5787145227077	None	nback_1_practice	H	None	[]	no_resp	None	miss	0	2474.4831604551437	None	2474.4831604551437	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						0	0	0	0	0	0	0	0	3	0	3	0																																																																																																															2474.7645216749806	2474.488382659998	None	2474.7645216749806	2475.8736066127312	2475.8736066127312	2474.488382659998	nback_1_practice	L	None	[]	no_resp	None	correct rejection	1	2476.779531381486	None	2476.779531381486	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						0	0	0	0	0	0	0	0	4	0	4	0																																																																																																															2477.072786115168	2476.788161596516	None	2477.072786115168	2478.190776726493	2478.168002336286	2476.788161596516	nback_1_practice	Z	None	[]	no_resp	None	correct rejection	1	2479.083514816026	None	2479.083514816026	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						0	0	0	0	0	0	0	0	5	0	5	0																																																																																																															2479.38085555422	2479.0934540577873	None	2479.38085555422	2480.486165494047	2480.486165494047	2479.0934540577873	nback_1_practice	Y	None	[]	no_resp	None	correct rejection	1	2481.3897878810676	None	2481.3897878810676	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
																						0	0	0	0	0	0	0	0	6	0	6	0																																																																																																															2481.6849120753177	2481.3995853038214	None	2481.6849120753177	2482.7871641984093	2482.7871641984093	2481.3995853038214	nback_1_practice	L	None	[]	no_resp	None	correct rejection	1	2483.6925322653697	None	2483.6925322653697	None																																																																																																																				457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
