itemno,noun,adjective,stimtype,encoding_version_noun,encoding_version_adjective,repeat_enc.thisRepN,repeat_enc.thisTrialN,repeat_enc.thisN,repeat_enc.thisIndex,enc_practice_loop.thisRepN,enc_practice_loop.thisTrialN,enc_practice_loop.thisN,enc_practice_loop.thisIndex,break_loop.thisRepN,break_loop.thisTrialN,break_loop.thisN,break_loop.thisIndex,enc_loop.thisRepN,enc_loop.thisTrialN,enc_loop.thisN,enc_loop.thisIndex,level_loop.thisRepN,level_loop.thisTrialN,level_loop.thisN,level_loop.thisIndex,practiceRepeat.thisRepN,practiceRepeat.thisTrialN,practiceRepeat.thisN,practiceRepeat.thisIndex,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,blokk_loop.thisRepN,blokk_loop.thisTrialN,blokk_loop.thisN,blokk_loop.thisIndex,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,repeat_rec_pract.thisRepN,repeat_rec_pract.thisTrialN,repeat_rec_pract.thisN,repeat_rec_pract.thisIndex,test_pract_loop.thisRepN,test_pract_loop.thisTrialN,test_pract_loop.thisN,test_pract_loop.thisIndex,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,exp_intro.started,exp_intro.stopped,exp_intro_cont.started,exp_intro_cont.stopped,exp_continue.keys,exp_continue.rt,exp_continue.started,exp_continue.stopped,enc_instr_text.started,enc_instr_text.stopped,enc_instr_cont_text.started,enc_instr_cont_text.stopped,enc_instr_cont_key.keys,enc_instr_cont_key.rt,enc_instr_cont_key.started,enc_instr_cont_key.stopped,newspaper.started,newspaper.stopped,editor.started,editor.stopped,enc_pract_start_text.started,enc_pract_start_text.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,fx_cross.started,fx_cross.stopped,megfelelő_v.started,megfelelő_v.stopped,nemmegf_v.started,nemmegf_v.stopped,enc_cross_resp.keys,enc_cross_resp.started,enc_cross_resp.stopped,word_pair_text.started,word_pair_text.stopped,enc_keys.keys,enc_keys.started,enc_keys.stopped,megfelelő_válasz.started,megfelelő_válasz.stopped,nemmegfelelő_válasz.started,nemmegfelelő_válasz.stopped,enc_feedback_text.started,enc_feedback_text.stopped,enc_keys.rt,enc_repeat_button.keys,enc_repeat_button.rt,enc_repeat_button.started,enc_repeat_button.stopped,repeat_text_for_enc.started,repeat_text_for_enc.stopped,enc_pract_endtext.started,enc_pract_endtext.stopped,enc_pract_cont_text.started,enc_pract_cont_text.stopped,end_enc_pract_key.keys,end_enc_pract_key.rt,end_enc_pract_key.started,end_enc_pract_key.stopped,enc_cross_resp.rt,end_enc_text.started,end_enc_text.stopped,end_enc_key.keys,end_enc_key.started,end_enc_key.stopped,instr_instr.started,instr_instr.stopped,instr_tovabb.keys,instr_tovabb.rt,instr_tovabb.started,instr_tovabb.stopped,sad_computer.started,sad_computer.stopped,warning.started,warning.stopped,lvl_instr_text.started,lvl_instr_text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,pract_inst_text.started,pract_inst_text.stopped,pract_inst_key.keys,pract_inst_key.rt,pract_inst_key.started,pract_inst_key.stopped,pract_stim.started,pract_stim.stopped,pract_resp.keys,pract_resp.started,pract_resp.stopped,nback_feedback.started,nback_feedback.stopped,feladat_blokk,Betű,All_keys,All_RT,Answer_key,Answer RT,Response type,Correctness,pract_stim2.started,pract_stim2.stopped,feedback_2.started,feedback_2.stopped,pract_resp.rt,repeat_pract_text.started,repeat_pract_text.stopped,repeat_practice_key.keys,repeat_practice_key.rt,repeat_practice_key.started,repeat_practice_key.stopped,szunet_text.started,szunet_text.stopped,szunet_key.keys,szunet_key.rt,szunet_key.started,szunet_key.stopped,test_stim.started,test_stim.stopped,key_resp.keys,key_resp.started,key_resp.stopped,key_resp.rt,blokk_szun_text.started,blokk_szun_text.stopped,blokk_szun_resp.keys,blokk_szun_resp.rt,blokk_szun_resp.started,blokk_szun_resp.stopped,text_3.started,text_3.stopped,end_keys.keys,end_keys.rt,end_keys.started,end_keys.stopped,break_text.started,break_text.stopped,break_cont_text.started,break_cont_text.stopped,szun2_resp.keys,szun2_resp.rt,szun2_resp.started,szun2_resp.stopped,test_instr_text.started,test_instr_text.stopped,test_instr_cont_text.started,test_instr_cont_text.stopped,test_instr_cont_key.keys,test_instr_cont_key.rt,test_instr_cont_key.started,test_instr_cont_key.stopped,news_coffee.started,news_coffee.stopped,editorman.started,editorman.stopped,test2_inst.started,test2_inst.stopped,test2_space.started,test2_space.stopped,test2_resp.keys,test2_resp.rt,test2_resp.started,test2_resp.stopped,test_pract_start_text.started,test_pract_start_text.stopped,test_pract_begin.keys,test_pract_begin.rt,test_pract_begin.started,test_pract_begin.stopped,test_pract_words.started,test_pract_words.stopped,test_pract_keys.keys,test_pract_keys.started,test_pract_keys.stopped,régi_válasz.started,régi_válasz.stopped,uj_válasz.started,uj_válasz.stopped,confid_break_text.started,confid_break_text.stopped,confid_break_gombok.keys,confid_break_gombok.rt,confid_break_gombok.started,confid_break_gombok.stopped,konfidencia_kérdés.started,konfidencia_kérdés.stopped,confid_rate_keys.keys,confid_rate_keys.rt,confid_rate_keys.started,confid_rate_keys.stopped,test_pract_feedback_text.started,test_pract_feedback_text.stopped,feedback_button.keys,feedback_button.rt,feedback_button.started,feedback_button.stopped,test_pract_keys.rt,repeat_pract_rec_textbox.started,repeat_pract_rec_textbox.stopped,rec_pract_repeat_button.keys,rec_pract_repeat_button.rt,rec_pract_repeat_button.started,rec_pract_repeat_button.stopped,test_pract_end_text.started,test_pract_end_text.stopped,test_pract_end_cont_text.started,test_pract_end_cont_text.stopped,test_pract_end_key.keys,test_pract_end_key.rt,test_pract_end_key.started,test_pract_end_key.stopped,test_end_text.started,test_end_text.stopped,end_exp_text.started,end_exp_text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,Résztvevő kódja:,Lista száma:,date,expName,psychopyVersion,frameRate,
90,tudomány,mérnöki,TARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,2578.3224566240096,None,2578.3224566240096,None,2578.3224566240096,None,None,2578.3224566240096,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2579.341767297825,None,j,2579.341767297825,None,2579.341767297825,None,2579.341767297825,None,2581.3500021148357,None,None,,2581.3500021148357,None,2583.353843039018,None,2,0.2854991583735682,2583.353843039018,None,,,,,,,1.45784500206355,,,,,,,,,,,,,,,,,,,,,,,697600,30,2022_May_03_1239,encoding_smst,2021.1.2,60.01594019439661,
104,pszichiáter,hűséges,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,2583.681212624826,None,2583.681212624826,None,2583.681212624826,None,None,2583.681212624826,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2584.70158973831,None,j,2584.70158973831,None,2584.70158973831,None,2584.70158973831,None,2586.723156449676,None,None,,2586.723156449676,None,2588.74584433774,None,j,0.2564029916538857,2588.74584433774,None,,,,,,,1.2756511532934383,,,,,,,,,,,,,,,,,,,,,,,697600,30,2022_May_03_1239,encoding_smst,2021.1.2,60.01594019439661,
91,fertőzés,hosszútávú,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,2589.0462419278338,None,2589.0462419278338,None,2589.0462419278338,None,None,2589.0462419278338,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2590.0831928622792,None,j,2590.0831928622792,None,2590.0831928622792,None,2590.0831928622792,None,2592.0985304344213,None,None,,2592.0985304344213,None,2594.1137296088855,None,j,0.867499312676955,2594.1137296088855,None,,,,,,,1.2381229916936718,,,,,,,,,,,,,,,,,,,,,,,697600,30,2022_May_03_1239,encoding_smst,2021.1.2,60.01594019439661,
51,levéltár,néprajzi,CLOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,2595.014683526475,None,2595.014683526475,None,2595.014683526475,None,None,2595.014683526475,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2596.051392809255,None,None,2596.051392809255,None,2596.051392809255,None,2596.051392809255,None,2598.066895214608,None,2,0.11035768175497651,2598.066895214608,None,2600.0684589527664,None,4,0.2806347135338001,2600.0684589527664,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697600,30,2022_May_03_1239,encoding_smst,2021.1.2,60.01594019439661,
70,pénztárca,titokzatos,CLOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,2600.3731779712834,None,2600.3731779712834,None,2600.3731779712834,None,None,2600.3731779712834,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2601.3867337900447,None,j,2601.3867337900447,None,2601.3867337900447,None,2601.3867337900447,None,2603.4000995841343,None,None,,2603.4000995841343,None,2605.406953223457,None,j,0.2802148553892039,2605.406953223457,None,,,,,,,1.2664142749272287,,,,,,,,,,,,,,,,,,,,,,,697600,30,2022_May_03_1239,encoding_smst,2021.1.2,60.01594019439661,
87,telefonszám,otthoni,TARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,2605.716708984226,None,2605.716708984226,None,2605.716708984226,None,None,2605.716708984226,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2606.7376378222834,None,j,2606.7376378222834,None,2606.7376378222834,None,2606.7376378222834,None,2608.745773117349,None,None,,2608.745773117349,None,2610.7497841618024,None,j,0.4841959188343026,2610.7497841618024,None,,,,,,,1.1457343038055114,,,,,,,,,,,,,,,,,,,,,,,697600,30,2022_May_03_1239,encoding_smst,2021.1.2,60.01594019439661,
84,tananyag,iskolai,TARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,2611.2540042023174,None,2611.2540042023174,None,2611.2540042023174,None,None,2611.2540042023174,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2612.273987582128,None,2,2612.273987582128,None,2612.273987582128,None,2612.273987582128,None,2614.2874603622477,None,None,,2614.2874603622477,None,2616.3085279090446,None,2,0.36339869850780815,2616.3085279090446,None,,,,,,,1.2029628297896124,,,,,,,,,,,,,,,,,,,,,,,697600,30,2022_May_03_1239,encoding_smst,2021.1.2,60.01594019439661,
71,pisztoly,jogszerűtlen,CLOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,2616.7093095293385,None,2616.7093095293385,None,2616.7093095293385,None,None,2616.7093095293385,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2617.7335717297974,None,j,2617.7335717297974,None,2617.7335717297974,None,2617.7335717297974,None,2619.7452951011364,None,None,,2619.7452951011364,None,2621.7582917310647,None,j,0.6075502305757254,2621.7582917310647,None,,,,,,,1.4452256223885342,,,,,,,,,,,,,,,,,,,,,,,697600,30,2022_May_03_1239,encoding_smst,2021.1.2,60.01594019439661,
95,végállomás,ideiglenes,TARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,2622.3935678359703,None,2622.3935678359703,None,2622.3935678359703,None,None,2622.3935678359703,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2623.414138084161,None,j,2623.414138084161,None,2623.414138084161,None,2623.414138084161,None,2625.420389926876,None,None,,2625.420389926876,None,2627.430436664843,None,4,0.23934804438613355,2627.430436664843,None,,,,,,,1.5970453807967715,,,,,,,,,,,,,,,,,,,,,,,697600,30,2022_May_03_1239,encoding_smst,2021.1.2,60.01594019439661,
99,zeneszerző,nagyszerű,TARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,2627.7071125829243,None,2627.7071125829243,None,2627.7071125829243,None,None,2627.7071125829243,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2628.726051604608,None,j,2628.726051604608,None,2628.726051604608,None,2628.726051604608,None,2630.739645677095,None,None,,2630.739645677095,None,2632.753065275203,None,2,0.28570722142467275,2632.753065275203,None,,,,,,,1.3256783352117054,,,,,,,,,,,,,,,,,,,,,,,697600,30,2022_May_03_1239,encoding_smst,2021.1.2,60.01594019439661,
37,képregény,alaptalan,DISTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,2633.060448060103,None,2633.060448060103,None,2633.060448060103,None,None,2633.060448060103,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2634.0749844808015,None,j,2634.0749844808015,None,2634.0749844808015,None,2634.0749844808015,None,2636.082516735245,None,None,,2636.082516735245,None,2638.0862164626596,None,j,0.24078924616333097,2638.0862164626596,None,,,,,,,1.0627351982984692,,,,,,,,,,,,,,,,,,,,,,,697600,30,2022_May_03_1239,encoding_smst,2021.1.2,60.01594019439661,
64,napsütés,zavartalan,CLOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,2638.359389831079,None,2638.359389831079,None,2638.359389831079,None,None,2638.359389831079,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2639.39135876036,None,2,2639.39135876036,None,2639.39135876036,None,2639.39135876036,None,2641.3992592458962,None,None,,2641.3992592458962,None,2643.400260996248,None,2,0.2596001333440654,2643.400260996248,None,,,,,,,1.3062650293577462,,,,,,,,,,,,,,,,,,,,,,,697600,30,2022_May_03_1239,encoding_smst,2021.1.2,60.01594019439661,
53,végeredmény,lehetséges,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,2643.6899179939064,None,2643.6899179939064,None,2643.6899179939064,None,None,2643.6899179939064,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2644.7159781201044,None,2,2644.7159781201044,None,2644.7159781201044,None,2644.7159781201044,None,2646.716516471468,None,None,,2646.716516471468,None,2648.717121067166,None,4,0.25053057621698827,2648.717121067166,None,,,,,,,1.4215353620238602,,,,,,,,,,,,,,,,,,,,,,,697600,30,2022_May_03_1239,encoding_smst,2021.1.2,60.01594019439661,
18,diáklány,ártatlan,TARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,2648.9891163448337,None,2648.9891163448337,None,2648.9891163448337,None,None,2648.9891163448337,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650.006912419456,None,2,2650.006912419456,None,2650.006912419456,None,2650.006912419456,None,2652.017718323099,None,None,,2652.017718323099,None,2654.018275334849,None,j,0.29911873338278383,2654.018275334849,None,,,,,,,0.9734879821189679,,,,,,,,,,,,,,,,,,,,,,,697600,30,2022_May_03_1239,encoding_smst,2021.1.2,60.01594019439661,
49,legénység,fiatalos,DISTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2654.3392011873075,None,2654.3392011873075,None,2654.3392011873075,None,None,2654.3392011873075,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2655.354004451132,None,j,2655.354004451132,None,2655.354004451132,None,2655.354004451132,None,2657.358467076265,None,None,,2657.358467076265,None,2659.3657822484965,None,4,0.3108816024614498,2659.3657822484965,None,,,,,,,1.129441632248927,,,,,,,,,,,,,,,,,,,,,,,697600,30,2022_May_03_1239,encoding_smst,2021.1.2,60.01594019439661,
57,monitor,érintős,CLOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2659.711311163963,None,2659.711311163963,None,2659.711311163963,None,None,2659.711311163963,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2660.729589297902,None,j,2660.729589297902,None,2660.729589297902,None,2660.729589297902,None,2662.746387665218,None,None,,2662.746387665218,None,2664.757015984447,None,2,0.5182501433882862,2664.757015984447,None,,,,,,,1.1520290653570555,,,,,,,,,,,,,,,,,,,,,,,697600,30,2022_May_03_1239,encoding_smst,2021.1.2,60.01594019439661,
123,lázadás,széleskörű,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,2665.307713073329,None,2665.307713073329,None,2665.307713073329,None,None,2665.307713073329,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2666.3325907546678,None,j,2666.3325907546678,None,2666.3325907546678,None,2666.3325907546678,None,2668.336197802273,None,None,,2668.336197802273,None,2670.341894810321,None,4,0.3752803719253279,2670.341894810321,None,,,,,,,1.4676811889512464,,,,,,,,,,,,,,,,,,,,,,,697600,30,2022_May_03_1239,encoding_smst,2021.1.2,60.01594019439661,
13,bölcsőde,kertvárosi,TARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,2670.7655527882744,None,2670.7655527882744,None,2670.7655527882744,None,None,2670.7655527882744,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2671.7795362402685,None,2,2671.7795362402685,None,2671.7795362402685,None,2671.7795362402685,None,2673.790209655359,None,None,,2673.790209655359,None,2675.8019137443625,None,j,0.516417385020759,2675.8019137443625,None,,,,,,,1.0985357215395197,,,,,,,,,,,,,,,,,,,,,,,697600,30,2022_May_03_1239,encoding_smst,2021.1.2,60.01594019439661,
3,alkohol,legális,TARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,2676.3412283244543,None,2676.3412283244543,None,2676.3412283244543,None,None,2676.3412283244543,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2677.374083620787,None,2,2677.374083620787,None,2677.374083620787,None,2677.374083620787,None,2679.382968440361,None,None,,2679.382968440361,None,2681.3891350674094,None,j,1.2599111393792555,2681.3891350674094,None,,,,,,,1.1239107014844194,,,,,,,,,,,,,,,,,,,,,,,697600,30,2022_May_03_1239,encoding_smst,2021.1.2,60.01594019439661,
33,iránytű,földrajzi,DISTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,2682.6982697491767,None,2682.6982697491767,None,2682.6982697491767,None,None,2682.6982697491767,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2683.72770118044,None,j,2683.72770118044,None,2683.72770118044,None,2683.72770118044,None,2685.7398157973657,None,None,,2685.7398157973657,None,2687.7525570913567,None,j,1.3994598447461613,2687.7525570913567,None,,,,,,,1.0803247648873366,,,,,,,,,,,,,,,,,,,,,,,697600,30,2022_May_03_1239,encoding_smst,2021.1.2,60.01594019439661,
6,ásványvíz,minőségi,TARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,2689.1898750750697,None,2689.1898750750697,None,2689.1898750750697,None,None,2689.1898750750697,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2690.2093008211814,None,2,2690.2093008211814,None,2690.2093008211814,None,2690.2093008211814,None,2692.2225313276285,None,None,,2692.2225313276285,None,2694.234993027232,None,j,0.36690155911492184,2694.234993027232,None,,,,,,,0.9989183211000636,,,,,,,,,,,,,,,,,,,,,,,697600,30,2022_May_03_1239,encoding_smst,2021.1.2,60.01594019439661,
83,találmány,forradalmi,TARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,2694.6237377821235,None,2694.6237377821235,None,2694.6237377821235,None,None,2694.6237377821235,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2695.637729009264,None,2,2695.637729009264,None,2695.637729009264,None,2695.637729009264,None,2697.663178008632,None,None,,2697.663178008632,None,2699.6658557703486,None,j,0.23891263589030132,2699.6658557703486,None,,,,,,,1.1394513605046086,,,,,,,,,,,,,,,,,,,,,,,697600,30,2022_May_03_1239,encoding_smst,2021.1.2,60.01594019439661,
28,gorilla,többéves,DISTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,2699.9369226950803,None,2699.9369226950803,None,2699.9369226950803,None,None,2699.9369226950803,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.9471193379723,None,j,2700.9471193379723,None,2700.9471193379723,None,2700.9471193379723,None,2702.9623990629916,None,None,,2702.9623990629916,None,2704.9799478878267,None,j,0.27289501804625615,2704.9799478878267,None,,,,,,,1.146034735662397,,,,,,,,,,,,,,,,,,,,,,,697600,30,2022_May_03_1239,encoding_smst,2021.1.2,60.01594019439661,
81,mellékhatás,közvetett,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,2705.288588692085,None,2705.288588692085,None,2705.288588692085,None,None,2705.288588692085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2706.325956063578,None,j,2706.325956063578,None,2706.325956063578,None,2706.325956063578,None,2708.3445147248567,None,None,,2708.3445147248567,None,2710.3521863099886,None,4,0.317535576003138,2710.3521863099886,None,,,,,,,1.5501627805060707,,,,,,,,,,,,,,,,,,,,,,,697600,30,2022_May_03_1239,encoding_smst,2021.1.2,60.01594019439661,
