itemno,noun,adjective,stimtype,encoding_version_noun,encoding_version_adjective,repeat_enc.thisRepN,repeat_enc.thisTrialN,repeat_enc.thisN,repeat_enc.thisIndex,enc_practice_loop.thisRepN,enc_practice_loop.thisTrialN,enc_practice_loop.thisN,enc_practice_loop.thisIndex,break_loop.thisRepN,break_loop.thisTrialN,break_loop.thisN,break_loop.thisIndex,enc_loop.thisRepN,enc_loop.thisTrialN,enc_loop.thisN,enc_loop.thisIndex,level_loop.thisRepN,level_loop.thisTrialN,level_loop.thisN,level_loop.thisIndex,practiceRepeat.thisRepN,practiceRepeat.thisTrialN,practiceRepeat.thisN,practiceRepeat.thisIndex,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,blokk_loop.thisRepN,blokk_loop.thisTrialN,blokk_loop.thisN,blokk_loop.thisIndex,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,repeat_rec_pract.thisRepN,repeat_rec_pract.thisTrialN,repeat_rec_pract.thisN,repeat_rec_pract.thisIndex,test_pract_loop.thisRepN,test_pract_loop.thisTrialN,test_pract_loop.thisN,test_pract_loop.thisIndex,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,exp_intro.started,exp_intro.stopped,exp_intro_cont.started,exp_intro_cont.stopped,exp_continue.keys,exp_continue.rt,exp_continue.started,exp_continue.stopped,enc_instr_text.started,enc_instr_text.stopped,enc_instr_cont_text.started,enc_instr_cont_text.stopped,enc_instr_cont_key.keys,enc_instr_cont_key.rt,enc_instr_cont_key.started,enc_instr_cont_key.stopped,newspaper.started,newspaper.stopped,editor.started,editor.stopped,enc_pract_start_text.started,enc_pract_start_text.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,fx_cross.started,fx_cross.stopped,megfelelő_v.started,megfelelő_v.stopped,nemmegf_v.started,nemmegf_v.stopped,enc_cross_resp.keys,enc_cross_resp.started,enc_cross_resp.stopped,word_pair_text.started,word_pair_text.stopped,enc_keys.keys,enc_keys.started,enc_keys.stopped,megfelelő_válasz.started,megfelelő_válasz.stopped,nemmegfelelő_válasz.started,nemmegfelelő_válasz.stopped,enc_feedback_text.started,enc_feedback_text.stopped,enc_keys.rt,enc_repeat_button.keys,enc_repeat_button.rt,enc_repeat_button.started,enc_repeat_button.stopped,repeat_text_for_enc.started,repeat_text_for_enc.stopped,enc_pract_endtext.started,enc_pract_endtext.stopped,enc_pract_cont_text.started,enc_pract_cont_text.stopped,end_enc_pract_key.keys,end_enc_pract_key.rt,end_enc_pract_key.started,end_enc_pract_key.stopped,enc_cross_resp.rt,end_enc_text.started,end_enc_text.stopped,end_enc_key.keys,end_enc_key.rt,end_enc_key.started,end_enc_key.stopped,instr_instr.started,instr_instr.stopped,instr_tovabb.keys,instr_tovabb.rt,instr_tovabb.started,instr_tovabb.stopped,sad_computer.started,sad_computer.stopped,warning.started,warning.stopped,lvl_instr_text.started,lvl_instr_text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,pract_inst_text.started,pract_inst_text.stopped,pract_inst_key.keys,pract_inst_key.rt,pract_inst_key.started,pract_inst_key.stopped,pract_stim.started,pract_stim.stopped,pract_resp.keys,pract_resp.started,pract_resp.stopped,nback_feedback.started,nback_feedback.stopped,feladat_blokk,Betű,All_keys,All_RT,Answer_key,Answer RT,Response type,Correctness,pract_stim2.started,pract_stim2.stopped,feedback_2.started,feedback_2.stopped,pract_resp.rt,repeat_pract_text.started,repeat_pract_text.stopped,repeat_practice_key.keys,repeat_practice_key.rt,repeat_practice_key.started,repeat_practice_key.stopped,szunet_text.started,szunet_text.stopped,szunet_key.keys,szunet_key.rt,szunet_key.started,szunet_key.stopped,test_stim.started,test_stim.stopped,key_resp.keys,key_resp.started,key_resp.stopped,blokk_szun_text.started,blokk_szun_text.stopped,blokk_szun_resp.keys,blokk_szun_resp.rt,blokk_szun_resp.started,blokk_szun_resp.stopped,key_resp.rt,text_3.started,text_3.stopped,end_keys.keys,end_keys.rt,end_keys.started,end_keys.stopped,break_text.started,break_text.stopped,break_cont_text.started,break_cont_text.stopped,szun2_resp.keys,szun2_resp.rt,szun2_resp.started,szun2_resp.stopped,test_instr_text.started,test_instr_text.stopped,test_instr_cont_text.started,test_instr_cont_text.stopped,test_instr_cont_key.keys,test_instr_cont_key.rt,test_instr_cont_key.started,test_instr_cont_key.stopped,news_coffee.started,news_coffee.stopped,editorman.started,editorman.stopped,test2_inst.started,test2_inst.stopped,test2_space.started,test2_space.stopped,test2_resp.keys,test2_resp.rt,test2_resp.started,test2_resp.stopped,test_pract_start_text.started,test_pract_start_text.stopped,test_pract_begin.keys,test_pract_begin.rt,test_pract_begin.started,test_pract_begin.stopped,test_pract_words.started,test_pract_words.stopped,test_pract_keys.keys,test_pract_keys.started,test_pract_keys.stopped,régi_válasz.started,régi_válasz.stopped,uj_válasz.started,uj_válasz.stopped,confid_break_text.started,confid_break_text.stopped,confid_break_gombok.keys,confid_break_gombok.rt,confid_break_gombok.started,confid_break_gombok.stopped,konfidencia_kérdés.started,konfidencia_kérdés.stopped,confid_rate_keys.keys,confid_rate_keys.rt,confid_rate_keys.started,confid_rate_keys.stopped,test_pract_feedback_text.started,test_pract_feedback_text.stopped,feedback_button.keys,feedback_button.rt,feedback_button.started,feedback_button.stopped,repeat_pract_rec_textbox.started,repeat_pract_rec_textbox.stopped,rec_pract_repeat_button.keys,rec_pract_repeat_button.rt,rec_pract_repeat_button.started,rec_pract_repeat_button.stopped,test_pract_keys.rt,test_pract_end_text.started,test_pract_end_text.stopped,test_pract_end_cont_text.started,test_pract_end_cont_text.stopped,test_pract_end_key.keys,test_pract_end_key.rt,test_pract_end_key.started,test_pract_end_key.stopped,test_end_text.started,test_end_text.stopped,end_exp_text.started,end_exp_text.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,Résztvevő kódja:,Lista száma:,date,expName,psychopyVersion,frameRate,
3,alkohol,legális,TARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,4461.425821508281,None,4461.425821508281,None,4461.425821508281,None,None,4461.425821508281,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4462.443946972024,None,None,4462.443946972024,None,4462.443946972024,None,4462.443946972024,None,4464.464880825486,None,2,0.2556903320364654,4464.464880825486,None,4466.468975538388,None,j,1.1076372019015253,4466.468975538388,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421865,30,2022_Jun_15_1120,encoding_smst,2021.1.2,58.92013417749055,
33,iránytű,földrajzi,DISTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,4467.619583898224,None,4467.619583898224,None,4467.619583898224,None,None,4467.619583898224,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4468.658334385604,None,2,4468.658334385604,None,4468.658334385604,None,4468.658334385604,None,4470.666506394744,None,None,,4470.666506394744,None,4472.668166236952,None,j,0.5238613579422235,4472.668166236952,None,,,,,,,,,,,,,1.8953637001104653,,,,,,,,,,,,,,,,421865,30,2022_Jun_15_1120,encoding_smst,2021.1.2,58.92013417749055,
6,ásványvíz,minőségi,TARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,4473.2221998991445,None,4473.2221998991445,None,4473.2221998991445,None,None,4473.2221998991445,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4474.2501276684925,None,2,4474.2501276684925,None,4474.2501276684925,None,4474.2501276684925,None,4476.260964070912,None,None,,4476.260964070912,None,4478.27908766875,None,j,0.3795309769921005,4478.27908766875,None,,,,,,,,,,,,,1.7594423154368997,,,,,,,,,,,,,,,,421865,30,2022_Jun_15_1120,encoding_smst,2021.1.2,58.92013417749055,
83,találmány,forradalmi,TARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,4478.6937813614495,None,4478.6937813614495,None,4478.6937813614495,None,None,4478.6937813614495,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4479.71685058577,None,2,4479.71685058577,None,4479.71685058577,None,4479.71685058577,None,4481.719217656646,None,None,,4481.719217656646,None,4483.728399815038,None,j,0.6340080727823079,4483.728399815038,None,,,,,,,,,,,,,1.6406007898040116,,,,,,,,,,,,,,,,421865,30,2022_Jun_15_1120,encoding_smst,2021.1.2,58.92013417749055,
28,gorilla,többéves,DISTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,4484.405824407004,None,4484.405824407004,None,4484.405824407004,None,None,4484.405824407004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485.443712784443,None,j,4485.443712784443,None,4485.443712784443,None,4485.443712784443,None,4487.467362658121,None,None,,4487.467362658121,None,4489.489332785364,None,4,2.6843049903400242,4489.489332785364,None,,,,,,,,,,,,,1.9446059954352677,,,,,,,,,,,,,,,,421865,30,2022_Jun_15_1120,encoding_smst,2021.1.2,58.92013417749055,
81,mellékhatás,közvetett,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,4492.212741877884,None,4492.212741877884,None,4492.212741877884,None,None,4492.212741877884,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4493.233481662814,None,None,4493.233481662814,None,4493.233481662814,None,4493.233481662814,None,4495.23864499433,None,2,0.969628962688148,4495.23864499433,None,4497.261296225712,None,4,1.4789093993604183,4497.261296225712,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421865,30,2022_Jun_15_1120,encoding_smst,2021.1.2,58.92013417749055,
66,olimpikon,világhírű,CLOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,4498.780879688449,None,4498.780879688449,None,4498.780879688449,None,None,4498.780879688449,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4499.7977362452075,None,None,4499.7977362452075,None,4499.7977362452075,None,4499.7977362452075,None,4501.822161458433,None,j,0.05904677743092179,4501.822161458433,None,4503.845484153368,None,4,1.7416574037633836,4503.845484153368,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421865,30,2022_Jun_15_1120,encoding_smst,2021.1.2,58.92013417749055,
8,baktérium,növényi,TARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,4505.621017638594,None,4505.621017638594,None,4505.621017638594,None,None,4505.621017638594,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4506.653649382293,None,2,4506.653649382293,None,4506.653649382293,None,4506.653649382293,None,4508.671482811216,None,None,,4508.671482811216,None,4510.693902653642,None,j,0.36330545227974653,4510.693902653642,None,,,,,,,,,,,,,1.7264298992231488,,,,,,,,,,,,,,,,421865,30,2022_Jun_15_1120,encoding_smst,2021.1.2,58.92013417749055,
65,novella,beszédes,CLOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,57,57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,4511.095188230742,None,4511.095188230742,None,4511.095188230742,None,None,4511.095188230742,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4512.1163988797925,None,None,4512.1163988797925,None,4512.1163988797925,None,4512.1163988797925,None,4514.143422241788,None,j,1.511648129671812,4514.143422241788,None,4516.155793150887,None,4,0.7933140425011516,4516.155793150887,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421865,30,2022_Jun_15_1120,encoding_smst,2021.1.2,58.92013417749055,
60,műanyag,értelmetlen,CLOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,58,58,58,,,,,,,,,,,,,,,,,,,,,,,,,,,4516.982156930491,None,4516.982156930491,None,4516.982156930491,None,None,4516.982156930491,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4518.001548502129,None,2,4518.001548502129,None,4518.001548502129,None,4518.001548502129,None,4520.030733982101,None,None,,4520.030733982101,None,4522.033670194913,None,j,0.44943095138296485,4522.033670194913,None,,,,,,,,,,,,,1.92453269707039,,,,,,,,,,,,,,,,421865,30,2022_Jun_15_1120,encoding_smst,2021.1.2,58.92013417749055,
82,szőnyeg,használati,TARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,59,59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,4522.516416793689,None,4522.516416793689,None,4522.516416793689,None,None,4522.516416793689,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4523.538840679452,None,j,4523.538840679452,None,4523.538840679452,None,4523.538840679452,None,4525.560632288922,None,None,,4525.560632288922,None,4527.571157995611,None,4,0.835033399052918,4527.571157995611,None,,,,,,,,,,,,,1.6791046489961445,,,,,,,,,,,,,,,,421865,30,2022_Jun_15_1120,encoding_smst,2021.1.2,58.92013417749055,
98,zarándok,keresztény,TARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,4528.448042618111,None,4528.448042618111,None,4528.448042618111,None,None,4528.448042618111,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4529.486140924506,None,2,4529.486140924506,None,4529.486140924506,None,4529.486140924506,None,4531.497765728738,None,None,,4531.497765728738,None,4533.499127004761,None,j,0.4698808779940009,4533.499127004761,None,,,,,,,,,,,,,1.934770100750029,,,,,,,,,,,,,,,,421865,30,2022_Jun_15_1120,encoding_smst,2021.1.2,58.92013417749055,
74,repülőjegy,mostani,CLOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,61,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,4534.01265952317,None,4534.01265952317,None,4534.01265952317,None,None,4534.01265952317,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4535.049160188995,None,None,4535.049160188995,None,4535.049160188995,None,4535.049160188995,None,4537.072780517396,None,j,0.0573916002176702,4537.072780517396,None,4539.092879317701,None,j,1.3920555235818028,4539.092879317701,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421865,30,2022_Jun_15_1120,encoding_smst,2021.1.2,58.92013417749055,
19,mellékutca,rendezetlen,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,62,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,4540.512937874068,None,4540.512937874068,None,4540.512937874068,None,None,4540.512937874068,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4541.532725045923,None,j,4541.532725045923,None,4541.532725045923,None,4541.532725045923,None,4543.5415119151585,None,None,,4543.5415119151585,None,4545.54414489679,None,j,0.4346811529248953,4545.54414489679,None,,,,,,,,,,,,,1.800458796788007,,,,,,,,,,,,,,,,421865,30,2022_Jun_15_1120,encoding_smst,2021.1.2,58.92013417749055,
12,rokonság,nagyszámú,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,63,63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,4546.009702472482,None,4546.009702472482,None,4546.009702472482,None,None,4546.009702472482,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4547.043651329353,None,j,4547.043651329353,None,4547.043651329353,None,4547.043651329353,None,4549.068781283684,None,None,,4549.068781283684,None,4551.084699533414,None,j,0.41537448624148965,4551.084699533414,None,,,,,,,,,,,,,1.7340700873173773,,,,,,,,,,,,,,,,421865,30,2022_Jun_15_1120,encoding_smst,2021.1.2,58.92013417749055,
89,törmelék,építkezési,TARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,64,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,4551.534393596463,None,4551.534393596463,None,4551.534393596463,None,None,4551.534393596463,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4552.575736945961,None,None,4552.575736945961,None,4552.575736945961,None,4552.575736945961,None,4554.601381304674,None,2,0.10023151338100433,4554.601381304674,None,4556.623349254951,None,j,1.4053526096977293,4556.623349254951,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421865,30,2022_Jun_15_1120,encoding_smst,2021.1.2,58.92013417749055,
67,oroszlán,csendes,CLOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,65,65,65,,,,,,,,,,,,,,,,,,,,,,,,,,,4558.061872583348,None,4558.061872583348,None,4558.061872583348,None,None,4558.061872583348,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4559.079965702258,None,None,4559.079965702258,None,4559.079965702258,None,4559.079965702258,None,4561.105542883743,None,2,0.8710075304843485,4561.105542883743,None,4563.127492173575,None,4,0.5680669015273452,4563.127492173575,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421865,30,2022_Jun_15_1120,encoding_smst,2021.1.2,58.92013417749055,
14,csecsemő,egészséges,TARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,66,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,4563.722778060008,None,4563.722778060008,None,4563.722778060008,None,None,4563.722778060008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4564.74914737558,None,2,4564.74914737558,None,4564.74914737558,None,4564.74914737558,None,4566.754175418988,None,None,,4566.754175418988,None,4568.768873279449,None,j,1.177602176554501,4568.768873279449,None,,,,,,,,,,,,,1.5976672638207674,,,,,,,,,,,,,,,,421865,30,2022_Jun_15_1120,encoding_smst,2021.1.2,58.92013417749055,
69,célpont,potenciális,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,67,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,4569.980119526386,None,4569.980119526386,None,4569.980119526386,None,None,4569.980119526386,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4570.998727361206,None,None,4570.998727361206,None,4570.998727361206,None,4570.998727361206,None,4573.021476248745,None,None,,4573.021476248745,None,4575.037913879845,None,4,0.5127671309746802,4575.037913879845,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421865,30,2022_Jun_15_1120,encoding_smst,2021.1.2,58.92013417749055,
77,szakadék,iszonyatos,TARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,68,68,68,,,,,,,,,,,,,,,,,,,,,,,,,,,4575.575665103272,None,4575.575665103272,None,4575.575665103272,None,None,4575.575665103272,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4576.5969252022915,None,2,4576.5969252022915,None,4576.5969252022915,None,4576.5969252022915,None,4578.61570688989,None,None,,4578.61570688989,None,4580.617644150276,None,j,0.3127528871409595,4580.617644150276,None,,,,,,,,,,,,,1.6663148147054017,,,,,,,,,,,,,,,,421865,30,2022_Jun_15_1120,encoding_smst,2021.1.2,58.92013417749055,
82,értékrend,szubjektív,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,69,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,4580.95785611961,None,4580.95785611961,None,4580.95785611961,None,None,4580.95785611961,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4581.988846682012,None,None,4581.988846682012,None,4581.988846682012,None,4581.988846682012,None,4583.996645483188,None,j,0.19970292644575238,4583.996645483188,None,4585.998850208707,None,4,1.787325921934098,4585.998850208707,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421865,30,2022_Jun_15_1120,encoding_smst,2021.1.2,58.92013417749055,
39,készpénz,világháborús,DISTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,70,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,4587.820458386559,None,4587.820458386559,None,4587.820458386559,None,None,4587.820458386559,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4588.841836979147,None,None,4588.841836979147,None,4588.841836979147,None,4588.841836979147,None,4590.861966880504,None,j,0.014338647946715355,4590.861966880504,None,4592.867828421295,None,j,1.902347664348781,4592.867828421295,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421865,30,2022_Jun_15_1120,encoding_smst,2021.1.2,58.92013417749055,
43,kolbász,markáns,DISTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,71,71,71,,,,,,,,,,,,,,,,,,,,,,,,,,,4594.822943329345,None,4594.822943329345,None,4594.822943329345,None,None,4594.822943329345,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4595.839966274332,None,j,4595.839966274332,None,4595.839966274332,None,4595.839966274332,None,4597.857613099273,None,None,,4597.857613099273,None,4599.877507879399,None,j,1.6967079332098365,4599.877507879399,None,,,,,,,,,,,,,1.5330976317636669,,,,,,,,,,,,,,,,421865,30,2022_Jun_15_1120,encoding_smst,2021.1.2,58.92013417749055,
19,diktátor,kegyetlen,TARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,72,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,4601.608193904161,None,4601.608193904161,None,4601.608193904161,None,None,4601.608193904161,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4602.626821332611,None,None,4602.626821332611,None,4602.626821332611,None,4602.626821332611,None,4604.64381846413,None,2,0.1372437854297459,4604.64381846413,None,4606.653821680229,None,4,0.6945131593383849,4606.653821680229,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421865,30,2022_Jun_15_1120,encoding_smst,2021.1.2,58.92013417749055,
